topic_id,level_min,level_max,row_order,topic_l1_zh,topic_l1_en,topic_l2_zh,topic_l2_en,topic_l3_zh,topic_l3_en,source_id,source_locator_zh,source_locator_en,notes
hsk26-t79-024,7,9,24,国家与社会,Country and society,教育发展,Educational development,教育政策,Educational policy,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1654,reference/HSK_SYLLABUS_EN.md:1655,
hsk26-t79-025,7,9,25,国家与社会,Country and society,教育发展,Educational development,高等教育体制,Higher education system,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1655,reference/HSK_SYLLABUS_EN.md:1656,
hsk26-t79-026,7,9,26,国家与社会,Country and society,教育发展,Educational development,教育高质量发展,High-quality development of education,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1656,reference/HSK_SYLLABUS_EN.md:1657,
hsk26-t79-027,7,9,27,国家与社会,Country and society,媒介与传播,Media and communication,正式表达与非正式表达,Formal and informal expression,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1657,reference/HSK_SYLLABUS_EN.md:1658,
hsk26-t79-028,7,9,28,国家与社会,Country and society,媒介与传播,Media and communication,媒介与信息传播,Media and information dissemination,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1658,reference/HSK_SYLLABUS_EN.md:1659,
hsk26-t79-029,7,9,29,国家与社会,Country and society,媒介与传播,Media and communication,数字媒介素养,Digital media literacy,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1659,reference/HSK_SYLLABUS_EN.md:1660,
hsk26-t79-030,7,9,30,国家与社会,Country and society,媒介与传播,Media and communication,知识共享与版权保护,Knowledge sharing and copyright protection,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1660,reference/HSK_SYLLABUS_EN.md:1661,
hsk26-t79-031,7,9,31,国家与社会,Country and society,健康与医疗,Health and medical care,疾病诊疗与公共卫生,Disease diagnosis and treatment and public health,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1661,reference/HSK_SYLLABUS_EN.md:1662,
hsk26-t79-032,7,9,32,国家与社会,Country and society,健康与医疗,Health and medical care,心理健康与心理治疗,Mental health and psychotherapy,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1662,reference/HSK_SYLLABUS_EN.md:1663,
hsk26-t79-033,7,9,33,国家与社会,Country and society,健康与医疗,Health and medical care,医学技术创新与伦理,Medical technology innovation and ethics,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1663,reference/HSK_SYLLABUS_EN.md:1664,
hsk26-t79-034,7,9,34,国家与社会,Country and society,健康与医疗,Health and medical care,中医和西医,Chinese medicine and Western medicine,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1664,reference/HSK_SYLLABUS_EN.md:1665,
hsk26-t79-035,7,9,35,国家与社会,Country and society,交通与运输,Transportation and transport,交通运输系统建设和影响,Construction and influence of transportation systems,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1665,reference/HSK_SYLLABUS_EN.md:1666,
hsk26-t79-036,7,9,36,国家与社会,Country and society,交通与运输,Transportation and transport,各种运输方式的特点和发展趋势,Characteristics and development trends of various transport modes,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1666,reference/HSK_SYLLABUS_EN.md:1667,
hsk26-t79-037,7,9,37,国家与社会,Country and society,交通与运输,Transportation and transport,城市交通系统规划与发展,Urban transportation system planning and development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1667,reference/HSK_SYLLABUS_EN.md:1668,
hsk26-t79-038,7,9,38,国家与社会,Country and society,经济与生产,Economy and production,宏观经济,Macroeconomy,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1668,reference/HSK_SYLLABUS_EN.md:1669,
hsk26-t79-039,7,9,39,国家与社会,Country and society,经济与生产,Economy and production,产业发展,Industrial development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1669,reference/HSK_SYLLABUS_EN.md:1670,
hsk26-t79-040,7,9,40,国家与社会,Country and society,经济与生产,Economy and production,农、林、牧、渔业生产,"Agricultural, forestry, animal-husbandry, and fishery production",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1670,reference/HSK_SYLLABUS_EN.md:1671,
hsk26-t79-041,7,9,41,国家与社会,Country and society,经济与生产,Economy and production,工业生产,Industrial production,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1671,reference/HSK_SYLLABUS_EN.md:1672,
hsk26-t79-042,7,9,42,国家与社会,Country and society,经济与生产,Economy and production,金融服务贸易,Financial services and trade,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1672,reference/HSK_SYLLABUS_EN.md:1673,
hsk26-t79-043,7,9,43,国家与社会,Country and society,经济与生产,Economy and production,企业运营,Enterprise operations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1673,reference/HSK_SYLLABUS_EN.md:1674,
hsk26-t79-044,7,9,44,国家与社会,Country and society,法制与治安,Legal system and public security,法制建设,Legal-system construction,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1674,reference/HSK_SYLLABUS_EN.md:1675,
hsk26-t79-045,7,9,45,国家与社会,Country and society,法制与治安,Legal system and public security,治安管理,Public security management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1675,reference/HSK_SYLLABUS_EN.md:1676,
hsk26-t79-046,7,9,46,国家与社会,Country and society,社会公共管理,Social public administration,社会保障,Social security,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1676,reference/HSK_SYLLABUS_EN.md:1677,
hsk26-t79-047,7,9,47,国家与社会,Country and society,社会公共管理,Social public administration,劳动就业,Labor and employment,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1677,reference/HSK_SYLLABUS_EN.md:1678,
hsk26-t79-048,7,9,48,国家与社会,Country and society,社会公共管理,Social public administration,公共基础设施建设,Public infrastructure construction,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1678,reference/HSK_SYLLABUS_EN.md:1679,
hsk26-t79-049,7,9,49,国家与社会,Country and society,社会公共管理,Social public administration,社会公共组织,Social public organizations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1679,reference/HSK_SYLLABUS_EN.md:1680,
hsk26-t79-050,7,9,50,国家与社会,Country and society,社会公共管理,Social public administration,社会基层治理,Grassroots social governance,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1680,reference/HSK_SYLLABUS_EN.md:1681,
hsk26-t79-051,7,9,51,文化与传统,Culture and traditions,文学艺术,Literature and art,中国传统文化意象及在不同文学艺术形式中的表现,Chinese traditional cultural images and their expression in different literary and artistic forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1681,reference/HSK_SYLLABUS_EN.md:1682,topic hierarchy corrected from aligned EN structure
hsk26-t79-052,7,9,52,文化与传统,Culture and traditions,文学艺术,Literature and art,不同文学形式的特点和作品欣赏,Characteristics and appreciation of works in different literary forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1682,reference/HSK_SYLLABUS_EN.md:1683,
hsk26-t79-053,7,9,53,文化与传统,Culture and traditions,文学艺术,Literature and art,不同艺术形式的特点和作品欣赏,Characteristics and appreciation of works in different art forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1683,reference/HSK_SYLLABUS_EN.md:1684,
hsk26-t79-054,7,9,54,文化与传统,Culture and traditions,历史,History,中国历史发展基本脉络,Basic trajectory of Chinese historical development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1684,reference/HSK_SYLLABUS_EN.md:1685,
hsk26-t79-055,7,9,55,文化与传统,Culture and traditions,历史,History,中国重大历史事件和历史人物,Major Chinese historical events and historical figures,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1685,reference/HSK_SYLLABUS_EN.md:1686,
hsk26-t79-056,7,9,56,文化与传统,Culture and traditions,哲学思想,Philosophical thought,儒家主要思想、代表人物和影响,"Main Confucian ideas, representative figures, and influence",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1686,reference/HSK_SYLLABUS_EN.md:1687,
hsk26-t79-057,7,9,57,文化与传统,Culture and traditions,哲学思想,Philosophical thought,道家主要思想、代表人物和影响,"Main Daoist ideas, representative figures, and influence",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1687,reference/HSK_SYLLABUS_EN.md:1688,
hsk26-t79-058,7,9,58,文化与传统,Culture and traditions,习俗礼俗,Customs and rites,农历岁时节令习俗,Lunar-calendar seasonal and festival customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1688,reference/HSK_SYLLABUS_EN.md:1689,
hsk26-t79-059,7,9,59,文化与传统,Culture and traditions,习俗礼俗,Customs and rites,节庆习俗,Festival customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1689,reference/HSK_SYLLABUS_EN.md:1690,
hsk26-t79-060,7,9,60,文化与传统,Culture and traditions,习俗礼俗,Customs and rites,婚嫁习俗,Marriage customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1690,reference/HSK_SYLLABUS_EN.md:1691,
hsk26-t79-061,7,9,61,文化与传统,Culture and traditions,习俗礼俗,Customs and rites,生日习俗,Birthday customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1691,reference/HSK_SYLLABUS_EN.md:1692,
hsk26-t79-062,7,9,62,文化与传统,Culture and traditions,习俗礼俗,Customs and rites,丧葬习俗,Funeral customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1692,reference/HSK_SYLLABUS_EN.md:1693,
hsk26-t79-063,7,9,63,文化与传统,Culture and traditions,文化遗产,Cultural heritage,中国重要的人类物质文化遗产及影响,Important Chinese tangible cultural heritage of humanity and its influence,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1693,reference/HSK_SYLLABUS_EN.md:1694,
hsk26-t79-064,7,9,64,文化与传统,Culture and traditions,文化遗产,Cultural heritage,中国重要的人类非物质文化遗产及影响,Important Chinese intangible cultural heritage of humanity and its influence,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1694,reference/HSK_SYLLABUS_EN.md:1695,
hsk26-t79-065,7,9,65,文化与传统,Culture and traditions,文化遗产,Cultural heritage,文化遗产保护、传承与发扬,"Protection, transmission, and development of cultural heritage",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1695,reference/HSK_SYLLABUS_EN.md:1696,
hsk26-t79-066,7,9,66,自然与环境,Nature and environment,宇宙环境,Cosmic environment,宇宙的起源与演化,Origin and evolution of the universe,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1696,reference/HSK_SYLLABUS_EN.md:1697,
hsk26-t79-067,7,9,67,自然与环境,Nature and environment,宇宙环境,Cosmic environment,宇宙的结构与物质,Structure and matter of the universe,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1697,reference/HSK_SYLLABUS_EN.md:1698,
hsk26-t79-068,7,9,68,自然与环境,Nature and environment,宇宙环境,Cosmic environment,人类的太空探索与发现,Human space exploration and discoveries,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1698,reference/HSK_SYLLABUS_EN.md:1699,
hsk26-t79-069,7,9,69,自然与环境,Nature and environment,地质环境,Geological environment,地球构造,Earth structure,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1699,reference/HSK_SYLLABUS_EN.md:1700,
hsk26-t79-070,7,9,70,自然与环境,Nature and environment,地质环境,Geological environment,地形、地势、地貌特点,"Features of terrain, topography, and landforms",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1700,reference/HSK_SYLLABUS_EN.md:1701,
hsk26-t79-071,7,9,71,自然与环境,Nature and environment,地质环境,Geological environment,地形、地势对经济、人文活动的影响,Influence of terrain and topography on economic and human activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1701,reference/HSK_SYLLABUS_EN.md:1702,
hsk26-t79-072,7,9,72,自然与环境,Nature and environment,地质环境,Geological environment,矿产资源,Mineral resources,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1702,reference/HSK_SYLLABUS_EN.md:1703,
hsk26-t79-073,7,9,73,自然与环境,Nature and environment,大气环境,Atmospheric environment,不同气候类型,Different climate types,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1703,reference/HSK_SYLLABUS_EN.md:1704,
hsk26-t79-074,7,9,74,自然与环境,Nature and environment,大气环境,Atmospheric environment,气候变化,Climate change,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1704,reference/HSK_SYLLABUS_EN.md:1705,
hsk26-t79-075,7,9,75,自然与环境,Nature and environment,大气环境,Atmospheric environment,大气监测,Atmospheric monitoring,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1705,reference/HSK_SYLLABUS_EN.md:1706,
hsk26-t79-076,7,9,76,自然与环境,Nature and environment,水环境,Water environment,水资源分布和利用,Distribution and use of water resources,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1706,reference/HSK_SYLLABUS_EN.md:1707,
hsk26-t79-077,7,9,77,自然与环境,Nature and environment,水环境,Water environment,水生态保护与可持续发展,Water-ecology protection and sustainable development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1707,reference/HSK_SYLLABUS_EN.md:1708,
hsk26-t79-078,7,9,78,自然与环境,Nature and environment,土地环境,Land environment,土地资源分布和利用,Distribution and use of land resources,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1708,reference/HSK_SYLLABUS_EN.md:1709,
hsk26-t79-079,7,9,79,自然与环境,Nature and environment,土地环境,Land environment,土地资源保护与可持续发展,Land-resource protection and sustainable development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1709,reference/HSK_SYLLABUS_EN.md:1710,
hsk26-t79-080,7,9,80,自然与环境,Nature and environment,生物环境,Biological environment,生物资源分布特点和利用,Distribution characteristics and use of biological resources,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1710,reference/HSK_SYLLABUS_EN.md:1711,
hsk26-t79-081,7,9,81,自然与环境,Nature and environment,生物环境,Biological environment,生物资源保护与可持续发展,Biological-resource protection and sustainable development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1711,reference/HSK_SYLLABUS_EN.md:1712,
hsk26-t79-082,7,9,82,科学技术,Science and technology,信息科学 技术,Information science and technology,计算机科学,Computer science,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1712,reference/HSK_SYLLABUS_EN.md:1713,
hsk26-t79-083,7,9,83,科学技术,Science and technology,信息科学 技术,Information science and technology,网络通信技术,Network communication technology,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1713,reference/HSK_SYLLABUS_EN.md:1714,
hsk26-t79-084,7,9,84,科学技术,Science and technology,信息科学 技术,Information science and technology,大数据与数据分析,Big data and data analysis,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1714,reference/HSK_SYLLABUS_EN.md:1715,
hsk26-t79-085,7,9,85,科学技术,Science and technology,信息科学 技术,Information science and technology,人工智能与机器学习,Artificial intelligence and machine learning,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1715,reference/HSK_SYLLABUS_EN.md:1716,
hsk26-t79-086,7,9,86,科学技术,Science and technology,航空航天科学 技术,Aerospace science and technology,航天航空科技,Aerospace science and technology,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1716,reference/HSK_SYLLABUS_EN.md:1717,
hsk26-t79-087,7,9,87,科学技术,Science and technology,航空航天科学 技术,Aerospace science and technology,航空航天技术应用,Applications of aerospace technology,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1717,reference/HSK_SYLLABUS_EN.md:1718,
hsk26-t79-088,7,9,88,科学技术,Science and technology,生物科学 技术,Biological science and technology,生物科技与农业,Biotechnology and agriculture,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1718,reference/HSK_SYLLABUS_EN.md:1719,
hsk26-t79-089,7,9,89,科学技术,Science and technology,生物科学 技术,Biological science and technology,生物科技与环保,Biotechnology and environmental protection,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1719,reference/HSK_SYLLABUS_EN.md:1720,
hsk26-t79-090,7,9,90,科学技术,Science and technology,生物科学 技术,Biological science and technology,生物科技与医疗,Biotechnology and medical care,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1720,reference/HSK_SYLLABUS_EN.md:1721,
hsk26-t79-091,7,9,91,科学技术,Science and technology,其他新兴科学 技术,Other emerging sciences and technologies,先进材料与制造,Advanced materials and manufacturing,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1721,reference/HSK_SYLLABUS_EN.md:1722,
hsk26-t79-092,7,9,92,科学技术,Science and technology,其他新兴科学 技术,Other emerging sciences and technologies,可再生能源技术,Renewable energy technology,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1722,reference/HSK_SYLLABUS_EN.md:1723,
