grammar_element_id,grammar_point_id,element_order,element_kind,target_zh,learner_gloss_en,review_status,basis_source_id,content_origin,notes
gelement_cf8567976f134e52baf4e63d2272b254,hsk26-g3-068,2,construction,把+宾语1+动词+宾语2,transfer information directly to a recipient,approved,hsk26-zh+hsk26-en,project_authored,
gelement_26830f442441452181c602e984be825b,hsk26-g3-069,1,construction,把+宾语+动词+结果补语,dispose of an object to a stated result,approved,hsk26-zh+hsk26-en,project_authored,
gelement_318963aec5e74b568ea650527ff8d4dc,hsk26-g3-069,2,construction,把+宾语+动词+趋向补语,move an object in a stated direction,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a4a76399d02c4fc2ba57f0ddd93dfa71,hsk26-g3-069,3,construction,把+宾语+动词+状态补语,describe the state produced or manifested through the action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0c7f10254a824836aec997cb6e70239e,hsk26-g3-070,1,construction,主语+被+宾语+动词+其他成分,patient-first passive with a named agent,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0bc2a38aa1fe4448862c8d2e59aab92c,hsk26-g3-071,1,construction,主语+被+动词+其他成分,patient-first passive with no stated agent,approved,hsk26-zh+hsk26-en,project_authored,
gelement_743a4e1d81a349ccaed8281adc6489dc,hsk26-g3-072,1,construction,动词1+着+动词2,a continuing first action accompanying the main second action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_adb8e5e712534ffcacf2a0fab1533371,hsk26-g3-073,1,construction,A比B+更+形容词,A is even more adjective than B with 更,approved,hsk26-zh+hsk26-en,project_authored,
gelement_844226b7f4594a2b940df822015b30d9,hsk26-g3-073,2,construction,A比B+还+形容词,A is even more adjective than B with 还,approved,hsk26-zh+hsk26-en,project_authored,
gelement_43414ecb7f624310b9df40d35b326f8f,hsk26-g3-074,1,construction,A跟B一样,A is the same as B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_41151a34d46e4aeeacbac11151cfe616,hsk26-g3-075,1,construction,A跟B一样+形容词,A is as adjective as B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c076e2dd51bd4934892d252e8532936d,hsk26-g3-076,1,construction,A不比B+形容词,A is not more adjective than B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_dcdc94de9cf3420cbdda7e56b0de539e,hsk26-g3-077,1,construction,A比B+多+动词+数量短语,A does a stated amount more than B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a666433fbaa640cd9147a518098d03db,hsk26-g3-077,2,construction,A比B+少+动词+数量短语,A does a stated amount less than B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_afcdb93b18ce411fa80f7c26ecf85f89,hsk26-g3-077,3,construction,A比B+早+动词+数量短语,A acts a stated amount earlier than B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_91d9894d44604e50a6f0c94750b001da,hsk26-g3-077,4,construction,A比B+晚+动词+数量短语,A acts a stated amount later than B,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f8dc13ea263945adabf52178093f193c,hsk26-g3-078,1,construction,处所词+动词+趋向/结果补语+（了）+数量短语+人/物,place-first presentation of a newly appearing entity,approved,hsk26-zh+hsk26-en,project_authored,
gelement_261381e5834043039f0e3ba8b5f709f4,hsk26-g3-079,1,construction,处所词+动词+结果补语+了+数量短语+人/物,place-first report of an entity disappearing or being removed,approved,hsk26-zh+hsk26-en,project_authored,
gelement_04e7f9d96a5c4a7d94f3865599cd96fb,hsk26-g3-080,1,construction,是……的,emphatic frame for the speaker's judgment or attitude,approved,hsk26-zh+hsk26-en,project_authored,
gelement_fddd93b60b7b4ac88eef71126982217a,hsk26-g3-081,1,construction,主语+动词+宾语+动词+补语,a transitive verb repeated so its complement can follow the copy,approved,hsk26-zh+hsk26-en,project_authored,
gelement_415d61ce4514437d8456d9218eee62e4,hsk26-g3-082,1,construction,先……，再……,"first one action, then a next action with 再",approved,hsk26-zh+hsk26-en,project_authored,
gelement_ae5b216e335d4220be4788c3090216c3,hsk26-g3-082,2,construction,先……，然后……,"first one action, and then a following event",approved,hsk26-zh+hsk26-en,project_authored,
gelement_71c05e38422b48f5be486cf928c245f3,hsk26-g3-083,1,construction,或者……，或者……,either one alternative or another,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e41b470c16b648b89d4b01b1f776fe54,hsk26-g3-084,1,construction,一会儿……，一会儿……,"now one state, now another",approved,hsk26-zh+hsk26-en,project_authored,
gelement_a0509b7117a9445a8b32b19e4ec29dce,hsk26-g3-085,1,construction,又……，又……,both one quality or action and another,approved,hsk26-zh+hsk26-en,project_authored,
gelement_9b00ff1f6b10430e9d6b799f502f35e5,hsk26-g3-086,1,construction,一边……，一边……,one action while doing another,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d120cf3932e34918bb311f6e926ee8b0,hsk26-g3-087,1,construction,不但……，而且……,"not only one fact, but also a further fact",approved,hsk26-zh+hsk26-en,project_authored,
gelement_56f5298e0db642b9a6a354001589170d,hsk26-g3-088,1,construction,虽然……，可是……,"although one fact is true, a contrasting fact still holds",approved,hsk26-zh+hsk26-en,project_authored,
gelement_dfeabfd8fe514436a7bbbaf236d364da,hsk26-g3-089,1,construction,如果……，就……,"if a condition holds, then a result follows",approved,hsk26-zh+hsk26-en,project_authored,
gelement_2776897ac49547b6974e012d871d4c28,hsk26-g3-090,1,construction,……的话，就……,"if the preceding condition holds, then the following result applies",approved,hsk26-zh+hsk26-en,project_authored,
gelement_4a459dabcad9488bb539a89f174e5c32,hsk26-g3-091,1,construction,只有……，才……,only if a necessary condition holds can the result occur,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b4ff0e8541094705bff8a38644faaf73,hsk26-g3-092,1,construction,只要……，就……,"as long as a sufficient condition holds, the result follows",approved,hsk26-zh+hsk26-en,project_authored,
gelement_359fa34ea8724e23ad002b89c3ba6052,hsk26-g3-093,1,construction,为了……，……,in order to achieve a stated purpose,approved,hsk26-zh+hsk26-en,project_authored,
gelement_de8f0914d09442df9d79bb1d7aedddde,hsk26-g3-094,1,construction,……了……就……,"once one event is completed, the next follows with 就",approved,hsk26-zh+hsk26-en,project_authored,
gelement_f8cf52fd9e5543889e29fc034b257945,hsk26-g3-094,2,construction,……了……，……,"once one event is completed, the next follows without overt 就",approved,hsk26-zh+hsk26-en,project_authored,
gelement_f3061dc6db5c45f7ba8a04f6964cde25,hsk26-g3-095,1,construction,大概+数量短语,approximately a stated number or quantity,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1e617dbb5edd46edb387405ba5b8c0ab,hsk26-g3-096,1,construction,相邻数词+量词,an approximate range formed by adjacent numerals,approved,hsk26-zh+hsk26-en,project_authored,
