reading_id,hanzi_id,pinyin,pinyin_numeric,meaning_en,stroke_sequence,review_status,source_id,notes
hanzi_8857-legacy-reading,hanzi_8857,jiē,jie1,street,332121121112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8282-legacy-reading,hanzi_8282,jié,jie2,section; festival,12252,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ed3-legacy-reading,hanzi_7ed3,jié,jie2,to marry; to get married,551121251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_89e3-legacy-reading,hanzi_89e3,jiě,jie3,to solve; to resolve,3535112533112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_754c-legacy-reading,hanzi_754c,jiè,jie4,world,251213432,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_501f-legacy-reading,hanzi_501f,jiè,jie4,to borrow; to lend,3212212511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65a4-legacy-reading,hanzi_65a4,jīn,jin1,catty; 500 grams,3312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51c0-legacy-reading,hanzi_51c0,jìng,jing4,clean; neat,41355112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5883-legacy-reading,hanzi_5883,jìng,jing4,environment; circumstances,12141431251135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9759-legacy-reading,hanzi_9759,jìng,jing4,quiet; peaceful,11212511355112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e45-legacy-reading,hanzi_4e45,jiǔ,jiu3,long time,354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65e7-legacy-reading,hanzi_65e7,jiù,jiu4,old; used,22511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c45-legacy-reading,hanzi_5c45,jū,ju1,neighbor,51312251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53e5-legacy-reading,hanzi_53e5,jù,ju4,sentence; classifier for phrases,35251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_636e-legacy-reading,hanzi_636e,jù,ju4,according to; basis,12151312251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51b3-legacy-reading,hanzi_51b3,jué,jue2,to solve; to resolve,415134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5361-legacy-reading,hanzi_5361,kǎ,ka3,card,21124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5eb7-legacy-reading,hanzi_5eb7,kāng,kang1,healthy; health,41351124134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6e34-legacy-reading,hanzi_6e34,kě,ke3,thirsty,441251135345,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_523b-legacy-reading,hanzi_523b,kè,ke4,quarter hour; moment,41533422,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7a7a-legacy-reading,hanzi_7a7a,kōng,kong1,air conditioning; air conditioner,44534121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_54ed-legacy-reading,hanzi_54ed,kū,ku1,to cry; to weep,2512511344,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b77-legacy-reading,hanzi_7b77,kuài,kuai4,chopsticks,3143144425134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_77ff-legacy-reading,hanzi_77ff,kuàng,kuang4,mineral water,13251413,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_84dd-legacy-reading,hanzi_84dd,lán,lan2,blue,1222231425221,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_793c-legacy-reading,hanzi_793c,lǐ,li3,gift; present,45245,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_674e-legacy-reading,hanzi_674e,li,li,luggage,1234521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7406-legacy-reading,hanzi_7406,lǐ,li3,manager; director,11212511211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_529b-legacy-reading,hanzi_529b,lì,li4,to make an effort; to try hard,53,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5386-legacy-reading,hanzi_5386,lì,li4,history,1353,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8138-legacy-reading,hanzi_8138,liǎn,lian3,face,35113414431,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ec3-legacy-reading,hanzi_7ec3,liàn,lian4,to practice; to train,55115534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_70bc-legacy-reading,hanzi_70bc,liàn,lian4,to exercise; to train,433415534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51c9-legacy-reading,hanzi_51c9,liáng,liang2,pleasantly cool; to cool oneself,4141251234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8f86-legacy-reading,hanzi_8f86,liàng,liang4,classifier for vehicles,15211253434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_804a-legacy-reading,hanzi_804a,liáo,liao2,to chat; to talk casually,12211135352,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6599-legacy-reading,hanzi_6599,liào,liao4,drink; beverage,4312344412,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_90bb-legacy-reading,hanzi_90bb,lín,lin2,neighbor,3445452,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_51cc-legacy-reading,hanzi_51cc,líng,ling2,ice cream,4112134354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7559-legacy-reading,hanzi_7559,liú,liu2,to study abroad,3545325121,legacy_unreviewed,legacy-runtime,legacy level 3 differs from syllabus recognition level 2; Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9a6c-legacy-reading,hanzi_9a6c,mǎ,ma3,horse,551,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7801-legacy-reading,hanzi_7801,mǎ,ma3,number,13251551,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6ee1-legacy-reading,hanzi_6ee1,mǎn,man3,satisfied; pleased,4411221253434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6bdb-legacy-reading,hanzi_6bdb,máo,mao2,mao; ten cents,3115,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5192-legacy-reading,hanzi_5192,mào,mao4,to catch cold; cold,251125111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_672b-legacy-reading,hanzi_672b,mò,mo4,weekend,11234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_76ee-legacy-reading,hanzi_76ee,mù,mu4,program; show,25111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5357-legacy-reading,hanzi_5357,nán,nan2,south,122543112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_96be-legacy-reading,hanzi_96be,nán,nan2,difficult,5432411121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_52aa-legacy-reading,hanzi_52aa,nǔ,nu3,to make an effort; to try hard,5315453,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_722c-legacy-reading,hanzi_722c,pá,pa2,to crawl; to climb,33245215,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6015-legacy-reading,hanzi_6015,pà,pa4,to be afraid; to fear,44232511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_62cd-legacy-reading,hanzi_62cd,pāi,pai1,to take a picture,12132511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_76d8-legacy-reading,hanzi_76d8,pán,pan2,tray; plate,33541425221,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_80d6-legacy-reading,hanzi_80d6,pàng,pang4,fat; plump,351143112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5564-legacy-reading,hanzi_5564,pí,pi2,beer,25132511312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7247-legacy-reading,hanzi_7247,piàn,pian4,photograph; picture,3215,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5e73-legacy-reading,hanzi_5e73,píng,ping2,usually; in normal times,14312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_74f6-legacy-reading,hanzi_74f6,píng,ping2,bottle,4311321554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5176-legacy-reading,hanzi_5176,qí,qi2,actually; in fact,12211134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5947-legacy-reading,hanzi_5947,qí,qi2,strange; odd,13412512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9a91-legacy-reading,hanzi_9a91,qí,qi2,to sit astride; to ride,55113412512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6c7d-legacy-reading,hanzi_6c7d,qì,qi4,car; automobile,4413115,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_94c5-legacy-reading,hanzi_94c5,qiān,qian1,pencil,3111535251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e14-legacy-reading,hanzi_4e14,qiě,qie3,but also; moreover,25111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8f7b-legacy-reading,hanzi_8f7b,qīng,qing1,young,152154121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6e05-legacy-reading,hanzi_6e05,qīng,qing1,clear; to understand clearly,44111212511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_79cb-legacy-reading,hanzi_79cb,qiū,qiu1,autumn,312344334,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6c42-legacy-reading,hanzi_6c42,qiú,qiu2,to require; request,1241344,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_533a-legacy-reading,hanzi_533a,qū,qu1,housing estate; community,1345,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8da3-legacy-reading,hanzi_8da3,qù,qu4,to be interested,121213412211154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5168-legacy-reading,hanzi_5168,quán,quan2,safe; secure,341121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6cc9-legacy-reading,hanzi_6cc9,quán,quan2,mineral water,325112534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_88d9-legacy-reading,hanzi_88d9,qún,qun2,skirt,452345113251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5bb9-legacy-reading,hanzi_5bb9,róng,rong2,easy; straightforward,4453434251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5982-legacy-reading,hanzi_5982,rú,ru2,for example,531251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8d5b-legacy-reading,hanzi_8d5b,sài,sai4,competition; match,44511221342534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f1e-legacy-reading,hanzi_4f1e,sǎn,san3,umbrella,344312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_626b-legacy-reading,hanzi_626b,sǎo,sao3,to sweep; to sweep away,121511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6c99-legacy-reading,hanzi_6c99,shā,sha1,sofa,4412343,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c71-legacy-reading,hanzi_5c71,shān,shan1,mountain; hill,252,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_886b-legacy-reading,hanzi_886b,shān,shan1,shirt; blouse,45234333,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_70e7-legacy-reading,hanzi_70e7,shāo,shao1,to have a high temperature; to have a fever,4334153135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_52fa-legacy-reading,hanzi_52fa,sháo,shao2,spoon; ladle,354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_58f0-legacy-reading,hanzi_58f0,shēng,sheng1,sound; voice,1215213,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b9e-legacy-reading,hanzi_5b9e,shí,shi2,actually; in fact,44544134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53f2-legacy-reading,hanzi_53f2,shǐ,shi3,history,25134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e16-legacy-reading,hanzi_4e16,shì,shi4,world,12215,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9002-legacy-reading,hanzi_9002,shì,shi4,suitable; fitting,312251454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6536-legacy-reading,hanzi_6536,shōu,shou1,to receive; to collect,523134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53d7-legacy-reading,hanzi_53d7,shòu,shou4,to receive; to suffer,34434554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7626-legacy-reading,hanzi_7626,shòu,shou4,thin; to lose weight,41341321511254,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53d4-legacy-reading,hanzi_53d4,shū,shu1,father's younger brother; paternal uncle,21123454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_675f-legacy-reading,hanzi_675f,shù,shu4,to finish; to end,1251234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6811-legacy-reading,hanzi_6811,shù,shu4,tree,123454124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6570-legacy-reading,hanzi_6570,shù,shu4,mathematics,4312345313134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5237-legacy-reading,hanzi_5237,shuā,shua1,to brush; to swipe,51325222,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53cc-legacy-reading,hanzi_53cc,shuāng,shuang1,pair,5454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b97-legacy-reading,hanzi_7b97,suàn,suan4,to plan; plan,31431425111132,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7cd6-legacy-reading,hanzi_7cd6,táng,tang2,sugar; sweets,4312344135112251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7279-legacy-reading,hanzi_7279,tè,te4,unusual; special,3121121124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_68af-legacy-reading,hanzi_68af,tī,ti1,elevator; escalator,12344351523,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_63d0-legacy-reading,hanzi_63d0,tí,ti2,to raise; to increase,121251112134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_751c-legacy-reading,hanzi_751c,tián,tian2,sweet,31225112211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_633a-legacy-reading,hanzi_633a,tǐng,ting3,quite; rather,121312154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7a81-legacy-reading,hanzi_7a81,tū,tu1,sudden; abrupt,445341344,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_56fe-legacy-reading,hanzi_56fe,tú,tu2,map,25354441,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_817f-legacy-reading,hanzi_817f,tuǐ,tui3,leg,3511511534454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7897-legacy-reading,hanzi_7897,wǎn,wan3,bowl,1325144535455,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_536b-legacy-reading,hanzi_536b,wèi,wei4,bathroom; toilet,521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_95fb-legacy-reading,hanzi_95fb,wén,wen2,news,425122111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c4b-legacy-reading,hanzi_5c4b,wū,wu1,house; room,513154121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_52a1-legacy-reading,hanzi_52a1,wù,wu4,to serve; service,35453,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7269-legacy-reading,hanzi_7269,wù,wu4,animal,31213533,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_620f-legacy-reading,hanzi_620f,xì,xi4,game; to play,541534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_590f-legacy-reading,hanzi_590f,xià,xia4,summer,1325111354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9c9c-legacy-reading,hanzi_9c9c,xiān,xian1,fresh,35251211431112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_76f8-legacy-reading,hanzi_76f8,xiāng,xiang1,to believe; to be convinced,123425111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9999-legacy-reading,hanzi_9999,xiāng,xiang1,banana,312342511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7bb1-legacy-reading,hanzi_7bb1,xiāng,xiang1,refrigerator; icebox,314314123425111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_54cd-legacy-reading,hanzi_54cd,xiǎng,xiang3,influence; effect,251325251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5411-legacy-reading,hanzi_5411,xiàng,xiang4,toward; direction,325251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_50cf-legacy-reading,hanzi_50cf,xiàng,xiang4,to resemble; to be like,3235251353334,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_978b-legacy-reading,hanzi_978b,xié,xie2,shoe,122125112121121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5fc3-legacy-reading,hanzi_5fc3,xīn,xin1,to worry; to be concerned,4544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4fe1-legacy-reading,hanzi_4fe1,xìn,xin4,letter; to believe,324111251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_884c-legacy-reading,hanzi_884c,xíng,xing2,okay; all right,332112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_718a-legacy-reading,hanzi_718a,xióng,xiong2,giant panda,54251135354444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_987b-legacy-reading,hanzi_987b,xū,xu1,must; have to,333132534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9700-legacy-reading,hanzi_9700,xū,xu1,to need; to want,14524444132522,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9009-legacy-reading,hanzi_9009,xuǎn,xuan3,to choose; to pick,312135454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7259-legacy-reading,hanzi_7259,yá,ya2,tooth; ivory,1523,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8a00-legacy-reading,hanzi_8a00,yán,yan2,language,4111251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6f14-legacy-reading,hanzi_6f14,yǎn,yan3,to perform; performance,44144512512134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7f8a-legacy-reading,hanzi_7f8a,yáng,yang2,sheep; goat,431112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9633-legacy-reading,hanzi_9633,yáng,yang2,sun,522511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_517b-legacy-reading,hanzi_517b,yǎng,yang3,to raise; to bring up,431113432,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e1a-legacy-reading,hanzi_4e1a,yè,ye4,school assignment; homework,22431,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9875-legacy-reading,hanzi_9875,yè,ye4,page,132534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_59e8-legacy-reading,hanzi_59e8,yí,yi2,auntie; maternal aunt,531151534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bae-legacy-reading,hanzi_8bae,yì,yi4,meeting; conference,45434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6613-legacy-reading,hanzi_6613,yì,yi4,easy; straightforward,25113533,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_97f3-legacy-reading,hanzi_97f3,yīn,yin1,voice; sound,414312511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_94f6-legacy-reading,hanzi_94f6,yín,yin2,bank,31115511534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_996e-legacy-reading,hanzi_996e,yǐn,yin3,drink; beverage,3553534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5e94-legacy-reading,hanzi_5e94,yīng,ying1,should; be supposed to,4134431,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fce-legacy-reading,hanzi_8fce,yíng,ying2,to welcome; welcome,3552454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7528-legacy-reading,hanzi_7528,yòng,yong4,to use; to make use of,35112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_90ae-legacy-reading,hanzi_90ae,yóu,you2,email; mail,2512152,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53c8-legacy-reading,hanzi_53c8,yòu,you4,again; also,54,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e8e-legacy-reading,hanzi_4e8e,yú,yu2,pertaining to; concerning,112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7fbd-legacy-reading,hanzi_7fbd,yǔ,yu3,badminton; shuttlecock,541541,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_80b2-legacy-reading,hanzi_80b2,yù,yu4,sports; physical education,41542511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9047-legacy-reading,hanzi_9047,yù,yu4,to encounter; to meet,251125214454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5458-legacy-reading,hanzi_5458,yuán,yuan2,person suffix; member,2512534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_56ed-legacy-reading,hanzi_56ed,yuán,yuan2,garden; park,2511351,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_613f-legacy-reading,hanzi_613f,yuàn,yuan4,to be willing,13325112344544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8d8a-legacy-reading,hanzi_8d8a,yuè,yue4,more and more,121213415534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
