grammar_example_id,grammar_lesson_id,grammar_pattern_id,sentence_id,example_order,context_note_en,example_kind,review_status,notes
gexample_7ea27b3e57914862b385dcbb287a27c4,glesson_309a16f37538472988dbe46293b62779,gpattern_d9ec778a628a473597e5b85101326a37,sent_774f9ea413ba4c66b451110a7cb9083c,2,,variation,approved,
gexample_311739c00faa4cbfb8b1436086cf6dbf,glesson_c8f640cc55c34c5ebcf4f8c68c0f9a83,gpattern_10d1193881ff4b278b7a991802c4065a,sent_f4bbe7fca181487ca4c704591155e6c6,1,,primary,approved,
gexample_aa56bb9a8c0448cfa31bde709e4ad00c,glesson_c8f640cc55c34c5ebcf4f8c68c0f9a83,gpattern_cac3cc7f08514597913f147bc68da036,sent_0d0411ad82124f07a3fd131d25ff9890,2,,variation,approved,
gexample_ad9f118f4a8646c4aa308ffccc184c0e,glesson_65181384815e48bb8984cea0ad0c86e5,gpattern_badaadf981ec4491b64410a473dfe32b,sent_5d918872f5b7416cb95abcc92483fbd1,1,,primary,approved,
gexample_4b823194872e4ad4bfe8c0e454738ec3,glesson_65181384815e48bb8984cea0ad0c86e5,gpattern_5316ccfa7fd3469bae5628b2b350bcc7,sent_2fbfa20c1f6548199c1be242d71a6807,2,,variation,approved,
gexample_eb151f23b79a495f85c618b4cb4a062d,glesson_f8df5d8520dc416f90cc4c5f48366344,gpattern_003012e9d0464011abd6f10081a0be83,sent_7d1320b342b04ed39c3129b59dff4437,1,,primary,approved,
gexample_d80d993b831b4a70bd11411360131429,glesson_f8df5d8520dc416f90cc4c5f48366344,gpattern_003012e9d0464011abd6f10081a0be83,sent_1c1419c246e44007a95aabd9d3e819e9,2,,variation,approved,
gexample_c2b2abdafe454165bad79464f7bb0f2e,glesson_86045223657d499287380b3408184831,,sent_760ceb6d0cab40348fc12fe4c8a5677d,1,,primary,approved,
gexample_0ecc710ab62c4fe790a162565d4c762e,glesson_86045223657d499287380b3408184831,,sent_58ffa60cb78d42ceaa780e14a6306ef8,2,,variation,approved,
gexample_b30f1ff6b44d4232917461b7b415b56c,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,sent_02efb9b5bd0d436da241d13d92289310,1,,primary,approved,
gexample_18a2d8a18fe64d18bcc094a857585807,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,sent_13a92b007c794d1c8f21b12613fab9d5,2,,variation,approved,
gexample_b02b0172eef04100a33b602379205251,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,sent_15957da7654b4995a8891ca65634f9c7,3,,variation,approved,
gexample_1d67610946c44cfd93318a92dd8abe7d,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,sent_f840922ffc6c4b57961c8410bf08e85d,4,,variation,approved,
gexample_03781a5a148b4adb9fed23290a9e0a7a,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,sent_59fbf697912c49b98921d84d0c0c2ba9,5,,variation,approved,
gexample_73975c9f7c234197bb8e5377354f5846,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,sent_ad57f6a862864c3e99369ceef3a0eb08,6,,variation,approved,
gexample_d8bf31ce2e3146ab8b254761bf4b9987,glesson_00d57d729c7f4d23b440054ccc241d9b,gpattern_944b2d60b6a544a8960b13bc59fabfbd,sent_809187bb221741e3b2d391e93d133a29,1,,primary,approved,
gexample_d3ba10a9813e4073bab184cc1220ec97,glesson_00d57d729c7f4d23b440054ccc241d9b,gpattern_944b2d60b6a544a8960b13bc59fabfbd,sent_ead4f471133d45de839c1c4164b33a5e,2,,variation,approved,
gexample_0838c49e3dbf4e0986cc9396c79f0a0b,glesson_49c1ef7d1f3841548297a0b490d07b81,,sent_bdef322cd03c4c6db5dafa4f56b7ddb8,1,,primary,approved,
gexample_5273a94ae6cf4754b71cc4e87c886205,glesson_49c1ef7d1f3841548297a0b490d07b81,,sent_b972a3afc4474f80ab2d9d7df2239108,2,,variation,approved,
gexample_b168b0079fe24d0dbba99673b5426421,glesson_5e921aa422d24b6a890431b12b32fc6f,,sent_29e52e36d19f4a90b83ca01684c208da,1,,primary,approved,
gexample_c17126dd9fcd4c759e5d8ac3373ddd1a,glesson_5e921aa422d24b6a890431b12b32fc6f,,sent_29e817ff689b43fa8483432249a56b81,2,,variation,approved,
gexample_f2af804236324cbd8e1a11da35e2f3f5,glesson_56c56a08a83a4a9fba7fb8f8edeac19e,gpattern_c50daeac304f437ead80ed3643c0ff1b,sent_53f1c7111c2e4be395c4b01cf9c8f93f,1,,primary,approved,
gexample_dc682e37e66b4d31b195ca0353162ba4,glesson_56c56a08a83a4a9fba7fb8f8edeac19e,gpattern_c50daeac304f437ead80ed3643c0ff1b,sent_e283203ca9f941d796cafe724a5438c0,2,,variation,approved,
gexample_79d5a54bb2c24a839274cdef55358bfa,glesson_c74f97e80cba4f0396cdf394f34eff1e,gpattern_7f262371a8a44023a917140d20324948,sent_bd9ec54da3b645a3a87ef2427cb93f26,1,,primary,approved,
gexample_32f6668d987b4a5695f17a5114de390c,glesson_c74f97e80cba4f0396cdf394f34eff1e,gpattern_7f262371a8a44023a917140d20324948,sent_48dab9dac00a4f5aa12c057efe20f80b,2,,variation,approved,
gexample_b0d648b6434c4e638a46fd1a926dec5c,glesson_5f19781ab8ae438e8b3b96ed0eeba473,gpattern_0888bdb9e8ea4466a419d2a0b9a442b3,sent_f805408ef3fa4fe480676fb7f0b49143,1,,primary,approved,
gexample_64f2d2ccc10d4b41a7620742a59c3368,glesson_5f19781ab8ae438e8b3b96ed0eeba473,gpattern_0888bdb9e8ea4466a419d2a0b9a442b3,sent_f4bafbe78acb4b939a9f1bdf08ef08bc,2,,variation,approved,
gexample_1e7a7166b3964e87a38ff6869beff115,glesson_b0577291ea834c2d9ab205ab44afb00d,gpattern_d8d1b2e439bc461ab383c54f1cf92f5a,sent_966f15795d28478bb20e50eddefa934d,1,,primary,approved,
gexample_9f233964decb4e78ad786daa8c38256f,glesson_b0577291ea834c2d9ab205ab44afb00d,gpattern_d8d1b2e439bc461ab383c54f1cf92f5a,sent_1dffc8753f7e4bc9a8c61c159a2fc608,2,,variation,approved,
gexample_95f5ad632cbd47f39aabbd3974563ecd,glesson_17ce2c91cf0744cc88bc0f91363fc43c,gpattern_c80a66ceb3d84ef6b816fc19d3fdb4c6,sent_db8b676bc67845278b2fb5dc18e64d9f,1,,primary,approved,
gexample_5dc18eb839eb4985b1ab13cb5bd576cc,glesson_17ce2c91cf0744cc88bc0f91363fc43c,gpattern_c80a66ceb3d84ef6b816fc19d3fdb4c6,sent_237c1a2037ff4ac8aac1a95c53081220,2,,variation,approved,
gexample_f72a0996c30443beb7fa25e538422a99,glesson_f7e879eb77834d0b821cb273f009fb0a,gpattern_b1ce5eeeffde425884ba864a9be49460,sent_7f7f0317c5fd4244a00bae524ee61a53,1,,primary,approved,
gexample_70e100845f18413d9bef43feb7506443,glesson_f7e879eb77834d0b821cb273f009fb0a,gpattern_b1ce5eeeffde425884ba864a9be49460,sent_79dc425b9efb44ac9aeadf808e55aa29,2,,variation,approved,
gexample_e8d2536444c44f9db79b9789724157e2,glesson_a1dfe076faec4624ad1920ecf040d0c6,gpattern_2bd8c23d9b014208bf99bd2eb631883c,sent_335af95e75ab400dbb489f5a4da257e5,1,,primary,approved,
gexample_eec8bb186e51448293b080b860d3cfe4,glesson_a1dfe076faec4624ad1920ecf040d0c6,gpattern_2bd8c23d9b014208bf99bd2eb631883c,sent_14bc085f8d5d4d6ea422fea73b223dee,2,,variation,approved,
gexample_b0f936bfb0d649d6a41d62d6f8def135,glesson_f069e89cffa64b04ae56201517efa1f1,gpattern_9ed41d0684c94cdb8c01a99de1c09feb,sent_6e66058c8163445ea64a9c1dd333bd67,1,,primary,approved,
gexample_4ab70b532f0447b89eab9bd97ab145f6,glesson_f069e89cffa64b04ae56201517efa1f1,gpattern_9ed41d0684c94cdb8c01a99de1c09feb,sent_643d9318d6ff4e3b8a5b3623460da0aa,2,,variation,approved,
gexample_6a222c9230f944879adc626b66e75214,glesson_6846bb8213774651a3a0fc6f7ac335d6,gpattern_700618aa0a2e46daabd7ab9b0612adfc,sent_daa32a8c42704c85afea558d5d5cd236,1,,primary,approved,
gexample_1adda83af47e4fb0bc257e98f41a6e7a,glesson_6846bb8213774651a3a0fc6f7ac335d6,gpattern_700618aa0a2e46daabd7ab9b0612adfc,sent_85f51d916658481cba595b777e58d248,2,,variation,approved,
gexample_e526bad681d54c19942edbd417b8cc7c,glesson_316c9bec0f684aa884fe3be17c0d0fa8,gpattern_283652cf6a8a49068d1c8646f15eef69,sent_ff5a49e0b9b349e9ae3386cc30fbe1a4,1,,primary,approved,
gexample_73d42806b4254aa9b7972363700dbe06,glesson_316c9bec0f684aa884fe3be17c0d0fa8,gpattern_283652cf6a8a49068d1c8646f15eef69,sent_881648b54a72466bbf9ef53c21f5688d,2,,variation,approved,
gexample_78101f52b527411480258b7fbbf7ffe1,glesson_9d70695e91ed42b9a1bf70af3cbe7279,gpattern_9a1209be698c4f6385e8ed5cba7ac2e5,sent_c20355c6fedc491eb0ae6ed75af352a0,1,,primary,approved,
gexample_e09e01136f4b465f8474f1d4aad7ba77,glesson_9d70695e91ed42b9a1bf70af3cbe7279,gpattern_d8e5f1cedd1f4665aff24e1953b9add0,sent_677a25bf24f24ffe8fb2c80599c217c2,2,,variation,approved,
gexample_ee048c2cce56471fafd53bdd9402c37d,glesson_9d70695e91ed42b9a1bf70af3cbe7279,gpattern_fda5a665065f4a1f951867c127c805e7,sent_981952cf017b4e1986ca6b0a8836b320,3,,variation,approved,
gexample_5957b571680f44c1aa828aad8693bde1,glesson_2de4d47ffc894d33bc269b63cecd62ef,gpattern_7f7373ba86384e068d145c96963df986,sent_c325e6f898b148969c4db49cff399b8e,1,,primary,approved,
gexample_73132a64fe5b4eddb02a808f1d1894e5,glesson_2de4d47ffc894d33bc269b63cecd62ef,gpattern_7f7373ba86384e068d145c96963df986,sent_72577baca38e46528f96b4297cef845f,2,,variation,approved,
gexample_7e474b2aefa54fb58030603bf0b449d8,glesson_86ade8b4e22942ec899e79e4ec99da30,gpattern_7fde256cde6b4d97a658375997dcc187,sent_0f70d040d82040359d8d99925425f9ee,1,,primary,approved,
gexample_5a9580e8f0594e178bfb7aafaa649cbe,glesson_86ade8b4e22942ec899e79e4ec99da30,gpattern_7fde256cde6b4d97a658375997dcc187,sent_df308efedd634de1a4a2e8e47c068ed1,2,,variation,approved,
gexample_1f488c2033cd4c90aef287c44a29ce33,glesson_dfd078bbb2674897a0fe8cbec750e3bb,,sent_4c9458f19dfc4c5f99d2617c251b5498,1,,primary,approved,
gexample_31ea7d84105c4ab09d2ded5175539c2a,glesson_dfd078bbb2674897a0fe8cbec750e3bb,,sent_c6caf56a1e7943e9b4b6b359be49a28b,2,,variation,approved,
gexample_10ad3ed95a4c4b6ab223a29ce3d35596,glesson_dfd078bbb2674897a0fe8cbec750e3bb,,sent_35d1efe884f743578d6f768a9628ed80,3,,variation,approved,
gexample_0d8b06626deb436abbe578f15b2088aa,glesson_dfd078bbb2674897a0fe8cbec750e3bb,,sent_5e35536c486142cf9ba103063d0be4d5,4,,variation,approved,
gexample_7fe275921b7a47778ba675ce25a40415,glesson_6baf35e486cf4338aa6637ee28bd8262,gpattern_cb72d3fe7b9c469e9c3ec1f232daa522,sent_2e78c7dfe96b4b1cae2ab71f42d0d2a2,1,,primary,approved,
gexample_80a84d92efa04dc4806819541036b709,glesson_6baf35e486cf4338aa6637ee28bd8262,gpattern_cb72d3fe7b9c469e9c3ec1f232daa522,sent_b0bc75fafd6d419d823d78bfdc6bf3b5,2,,variation,approved,
gexample_1ab79e45be38426186bdd59117c61bab,glesson_6c2cdcd62e104b80b2eb3873a2b2787e,gpattern_b88b420efa53466a9f2ed7cefdd9ae4c,sent_87701b1c388b46b2a7ccb3363e065bdc,1,,primary,approved,
gexample_cb7493212a6d4cbe841098d7faa2f384,glesson_6c2cdcd62e104b80b2eb3873a2b2787e,gpattern_b88b420efa53466a9f2ed7cefdd9ae4c,sent_4605c27896824163bac996900a14edfc,2,,variation,approved,
gexample_e2e0b8e567a34a18a101d435b78c85c1,glesson_31d755e440e645e5b0c80f741acaea2c,,sent_48a159db3acf4c709a93d533fd60a55a,1,,primary,approved,
gexample_aaa4f6de7a324f0a85de4a28d81ca139,glesson_31d755e440e645e5b0c80f741acaea2c,,sent_af7a49dd289c432392779f639c5f7856,2,,variation,approved,
gexample_156173f44f204e3b8d04cf0c2367e181,glesson_31d755e440e645e5b0c80f741acaea2c,,sent_40de7b091a68419f897a77449f1b4772,3,,variation,approved,
gexample_864f4baa285a41c6b73008d91900783f,glesson_31d755e440e645e5b0c80f741acaea2c,,sent_2a315292b12443deb2cd969984565bb9,4,,variation,approved,
gexample_fa37a0f1f96a4d628bea6e98288a4b9e,glesson_dcc7fa1a622346d5a68dd65fad261172,gpattern_db82bd91b158424f8fd1ebda7da2fcaf,sent_340f8025a1a74d868daaac1bae0ab90f,1,,primary,approved,
gexample_6c58f10783204cf688ba3c551712bd84,glesson_dcc7fa1a622346d5a68dd65fad261172,gpattern_db82bd91b158424f8fd1ebda7da2fcaf,sent_93581763b492418fbc2e92a585937fc5,2,,variation,approved,
gexample_68d626c025e04242aab3241f47fd636f,glesson_79689c9fb74747b391ce575ac4167555,gpattern_9826cc8d989a449d9b2b32cb4aaa6175,sent_55d1c47d62564f80bb1d91b475d49f86,1,,primary,approved,
gexample_b60cade3991a487e8de5162336c9c266,glesson_79689c9fb74747b391ce575ac4167555,gpattern_9826cc8d989a449d9b2b32cb4aaa6175,sent_3220ee287dd849f9a724d43eb0a4906c,2,,variation,approved,
gexample_6cc8eccf3d1c484ebfec208657f557ea,glesson_d0c6abcc416f408382b08b81f1e5aa2e,gpattern_8442a6271a6a4224bc698f4914f8f111,sent_34ce37ac77f8406890686e8b6db56b80,1,,primary,approved,
gexample_51c1702949dc494aa9af82d3420a7d4e,glesson_d0c6abcc416f408382b08b81f1e5aa2e,gpattern_0c26f93a98d1465583c4f218f3cdaf33,sent_544c2c8ec05a4ec7a5939d6d67efd882,2,,variation,approved,
gexample_3419fa52dc5b455f87851adb8e730e29,glesson_d0c6abcc416f408382b08b81f1e5aa2e,gpattern_fde15bf28b54477bb7e98daa7b6904cc,sent_78d2dab4996040018d6e966277c045d1,3,,variation,approved,
gexample_7d42d1526c8842859c572b5dd85fcea5,glesson_0b941a74e636424585d377b2f70b4b2e,,sent_8e06ef6ce0a645d0800a9aacd52d48c8,1,,primary,approved,
gexample_3ab49297d6004bbe9eb979b26a31e78c,glesson_0b941a74e636424585d377b2f70b4b2e,,sent_b2aaacfdedcd472eb824579b3d8c0f32,2,,variation,approved,
gexample_14f4f3c2020647339d0dc5560bb4d5ed,glesson_931fa872891644ec9551798943541630,gpattern_d058343e88904a289f80d392203281c3,sent_e49f97cf0b4446de8fac121520941778,1,,primary,approved,
gexample_4e3c8d5f93fe46b68f194abe02606c65,glesson_931fa872891644ec9551798943541630,gpattern_d058343e88904a289f80d392203281c3,sent_b47b5ba6469c4c3fb9cab24cc0c95ae2,2,,variation,approved,
gexample_34b297d105e34030adb01736aac393d0,glesson_d2efb4f8c516443bb43d91df0e487452,gpattern_58de786995384eb68f48977dbf5a2c19,sent_c60fb950374f4c99bd20c7a9663d16cf,1,,primary,approved,
gexample_b7b206221866457dbde56b42d449d89e,glesson_d2efb4f8c516443bb43d91df0e487452,gpattern_58de786995384eb68f48977dbf5a2c19,sent_d19b2f81df974bcc80975e5486308098,2,,variation,approved,
gexample_3380b173aa584d0580e5ad6f0aba607f,glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,,sent_11aa2f4156e34c2b9edc0c940259776b,1,,primary,approved,
gexample_9035719ac6b045c7900e1a4e392f7423,glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,,sent_f5c979f00f274607850939aa5b4f0274,2,,variation,approved,
gexample_3878b4729cff4728bb819b75bb8a2e83,glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,,sent_a2616a64e68f43e68460876985436776,3,,variation,approved,
gexample_79f3e3e729d9445b93734a960133c366,glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,,sent_2ba88819ad9f495f8048853ea88219db,4,,variation,approved,
gexample_5969fb44d54e4291a9ba9fa311615c73,glesson_33ffecba3284470ea135a85bbe5d5923,,sent_5d67efdb54d34400b620ac07f63b6455,1,,primary,approved,
gexample_48e962d18c334af791fcdfc91f5d6d24,glesson_33ffecba3284470ea135a85bbe5d5923,,sent_274e58286bc64da2afd085f5d7de11d3,2,,variation,approved,
gexample_c56c03b29a3e4e2d975d68c485847652,glesson_33ffecba3284470ea135a85bbe5d5923,,sent_a29f8131943f48528c545c4e63e88b5f,3,,variation,approved,
gexample_595fe84460ba4defaa8c1f05fb8843f8,glesson_93490e12936e4c7eb4b0fe18d6f003ff,,sent_4fced110a03c42a2a338bdd9bb46a54f,1,,primary,approved,
gexample_3f5c088cbdac4f7fabef9b81a1fb4f3c,glesson_93490e12936e4c7eb4b0fe18d6f003ff,,sent_38ca9bd3ea074f03889c7a2cde5c5358,2,,variation,approved,
gexample_f27efdee842f4004939c066467e76977,glesson_81a16c159ed04f33baf215dbe272a1bf,,sent_bc3988c790644308ae0159ab7b7a91c1,1,,primary,approved,
gexample_e7861919d3974d679d34d544a3160d5d,glesson_81a16c159ed04f33baf215dbe272a1bf,,sent_0876713b00d44bb1b72484c822a9ea0e,2,,variation,approved,
gexample_70252815f7ae421698e821fb098ad37a,glesson_cf0bf06ae7914411a782069d00b08c85,,sent_184cc9fa67c64c3290d9f28e4d14519f,1,,primary,approved,
gexample_41432f09e92d47a38368c4df171bdc2b,glesson_cf0bf06ae7914411a782069d00b08c85,,sent_e727ecd49de845f48d7ac7c590cd6bba,2,,variation,approved,
gexample_ab8a46c58e094f26a80a3c3fd9ff070f,glesson_d55e66f484e44c9aa5ebbbf4fcded9b9,gpattern_1e2021b95b5f45459f174045ff63fb2a,sent_3fa85ee38db3439a9fcf10728ec660a2,1,,primary,approved,
gexample_e6bdb1cd832b456c9aee81345f607943,glesson_d55e66f484e44c9aa5ebbbf4fcded9b9,gpattern_1e2021b95b5f45459f174045ff63fb2a,sent_b96fe6925a30462db2ebcf2fced488be,2,,variation,approved,
gexample_e02b43ccdd214db9bd37cc106b3a9e0e,glesson_46b1065e58094ca989310f1e3283e1e7,,sent_381338e8d5924fdf8ce38bc77993f29a,1,,primary,approved,
gexample_d7aeb425144c439f9e082b9f914e8213,glesson_46b1065e58094ca989310f1e3283e1e7,,sent_cec8391596e04be89e8fbf62e44dc1e5,2,,variation,approved,
gexample_ca0bafbadc0c429e968995c5f849f266,glesson_a406d28084104510ad51f2f6d103ecc6,gpattern_836b12d6fb91455fb7a4b8ae4a9dc013,sent_8e0cb499fccb465d905c01286510ef03,1,,primary,approved,
gexample_a2bcd80a142e419bad2613e42095e949,glesson_a406d28084104510ad51f2f6d103ecc6,gpattern_836b12d6fb91455fb7a4b8ae4a9dc013,sent_51f9f1eb30d04a6d9ef4860a2431ac0c,2,,variation,approved,
gexample_0e9450e33cca4063a4c32ad26f41b9aa,glesson_2e161ba40ebc413383365b8ee6d111c2,gpattern_309e2030e09e4ffe8e2c3c4543503487,sent_b8e10463fe414a1b86294537f5dbcc10,1,,primary,approved,
gexample_b10961bf130a404da29b74729eaf9e3c,glesson_2e161ba40ebc413383365b8ee6d111c2,gpattern_309e2030e09e4ffe8e2c3c4543503487,sent_ffd9d704cad6453991d290df668cd9a3,2,,variation,approved,
gexample_7fbd4901bc6e418b9323d497eb2bfc53,glesson_662c3598b52345f1b16c437f9c50dd3f,gpattern_3371dc92b04d44f8942582054e912e86,sent_be44d99b8a2e4416b62ca4aa6ca9c57b,1,,primary,approved,
gexample_b3fc8185f1eb429997dac7d1a59d363a,glesson_662c3598b52345f1b16c437f9c50dd3f,gpattern_3371dc92b04d44f8942582054e912e86,sent_e4c04e0605b64962adf0bf4b2922f316,2,,variation,approved,
gexample_0dffbb6c802c4250a074e61e224b5874,glesson_485f0c081660431cb26e6624feab453c,,sent_51100339d7d94b05b2864efb99166637,1,,primary,approved,
gexample_afff397ad6c44a7f89d9ffbb5005a6cc,glesson_485f0c081660431cb26e6624feab453c,,sent_8a87528a71a944379fe2c522b324f9b5,2,,variation,approved,
gexample_36079f5597ec463d9ac109e2ae7271af,glesson_8291206edc9b4948a350de4f51adecae,,sent_cce8178925804c16823b3168785526ba,1,,primary,approved,
gexample_a6fd8984781342338b3ab3ce72ab6426,glesson_8291206edc9b4948a350de4f51adecae,,sent_570f6e865c6e469db42c95e3ae7f3d14,2,,variation,approved,
gexample_0f91d60c2b0f4094b78d6bd7af5cd9a0,glesson_902e37aedf50494fb982985426947899,,sent_d6758fb08e4d493ba5bce57b6ffbb705,1,,primary,approved,
gexample_6c7f961e78ef44ca9113088ad7a5a58c,glesson_902e37aedf50494fb982985426947899,,sent_fdf0db08c273407187e90a6c73733964,2,,variation,approved,
gexample_aa6f28434e534ee98d1bea3a9d8b0400,glesson_902e37aedf50494fb982985426947899,,sent_fab39918bfe242888d804c220d522226,3,,variation,approved,
gexample_713640ab886e43b5931667e8a6f1c44a,glesson_8c5b4c0a54594df08a901d349e971746,gpattern_31a3e705aefe4c74a2dfa6ab441ec45e,sent_dc42070b565a4d5f882d9bddcb4c2451,1,,primary,approved,
gexample_11e51c38178f4ceea5193610fe2237ff,glesson_8c5b4c0a54594df08a901d349e971746,gpattern_31a3e705aefe4c74a2dfa6ab441ec45e,sent_c3e2706136ee4d4e969a18b0eff3f6ba,2,,variation,approved,
gexample_8240d37d27da4fe89debb5d137fcd41e,glesson_4e1807cc26d140f79028dbc028fcaa1b,gpattern_98e485b7c40a4419bf664264df25a19c,sent_8580b267ee1a49a3b14e5c189457b5c9,1,,primary,approved,
gexample_05df52f270854498b5652c51e56ad329,glesson_4e1807cc26d140f79028dbc028fcaa1b,gpattern_98e485b7c40a4419bf664264df25a19c,sent_48fc13de7e66475a8e18d06d51f332d6,2,,variation,approved,
gexample_abf080693a054734ab10fd860bb7768c,glesson_9e80e20829b14b17a957359bb6bbc67e,gpattern_69a78310d4a541b3b5935d3e35674f95,sent_2dbb34592a5747968aae495e9a1519cb,1,,primary,approved,
gexample_efc152b2ae384dd6982fc4f828a0bcf0,glesson_9e80e20829b14b17a957359bb6bbc67e,gpattern_69a78310d4a541b3b5935d3e35674f95,sent_b61e9907125e4c5a932d555e26d41c28,2,,variation,approved,
gexample_7f611ad6e0064b9eadd49395ec7cb49e,glesson_756a581f98be48b5afa1b781494a4e72,,sent_8a0581510048473982b057cd25da605c,1,,primary,approved,
gexample_87ffd37761e14ef89b3e1f9a764bc055,glesson_756a581f98be48b5afa1b781494a4e72,,sent_8377db97b70842b090ffad03bb213983,2,,variation,approved,
gexample_28234230a60d48658b97a4ab7bbc8835,glesson_081ca9efc2fb40d79a01e906847593b2,gpattern_ad6d95f6e4744913b8ead34a6a5f800a,sent_be173fbed9d8416fb4d3bc08b1579f5e,1,,primary,approved,
gexample_d01c0495ebb2464cbe67e0989c205067,glesson_081ca9efc2fb40d79a01e906847593b2,gpattern_ad6d95f6e4744913b8ead34a6a5f800a,sent_f9bc36896e9541cb84b4052610738393,2,,variation,approved,
gexample_93dc8ee8d4bb454f87f5440e6622cf83,glesson_aee8f5d56fa24588a6ce2de696dc7b13,gpattern_c597f7afe06c43088693087798b28cf7,sent_2039a37cfc5c46bb8728fe1b21f36f8b,1,,primary,approved,
gexample_79a73113a4884736a8cf25f9be240570,glesson_aee8f5d56fa24588a6ce2de696dc7b13,gpattern_c597f7afe06c43088693087798b28cf7,sent_ade9768856c9457daf7a810b82db6338,2,,variation,approved,
gexample_1a56be6a3799453ab45c76128345e982,glesson_3c6e9fce50f743499075918414b62e11,gpattern_b204a879d0764e42b642512ee67afa16,sent_9acdad6e759a422586d67d798f5ee440,1,,primary,approved,
gexample_c962b48f36b84a4aaa97d580d07bee40,glesson_3c6e9fce50f743499075918414b62e11,gpattern_b204a879d0764e42b642512ee67afa16,sent_cf21ada931c240dfb09e2b756e181953,2,,variation,approved,
gexample_3c13c22896ea4d28a7b8f24a3f04238d,glesson_7208ea54ca48453fa88ace572360521e,,sent_a9361954b50743649333c545d2fe27bb,1,,primary,approved,
gexample_c6c3ea13152b42c7ae8536b789c9bea7,glesson_7208ea54ca48453fa88ace572360521e,,sent_4f9726a9086a4bfaa616cfcea778c031,2,,variation,approved,
gexample_b9d3bcd6925b4a7c95467c39a1bbf2f5,glesson_7208ea54ca48453fa88ace572360521e,,sent_e23915bc0a814dc199f5bf11c8a3f943,3,,variation,approved,
gexample_0176fc47b9ad456fb31438472cfbb6a5,glesson_7208ea54ca48453fa88ace572360521e,,sent_1ff5dac7e7464e76accead9a99dc0207,4,,variation,approved,
gexample_d6a5ff9156c74984a01500f77421ce79,glesson_ab55443f5842459e92950531f3a14640,gpattern_2c38aab0f0e74c43b74595f33f806f2e,sent_7b257dde2f034b4f960584611229644f,1,,primary,approved,
gexample_06b6287f9e924c5eb47a1a123edc4fbe,glesson_ab55443f5842459e92950531f3a14640,gpattern_2c38aab0f0e74c43b74595f33f806f2e,sent_769238cec6d64af7bfbba0e5b9648a91,2,,variation,approved,
gexample_b4acfc21449744d295498e2927728e0b,glesson_37870b2f9f64465286774f5376432844,gpattern_142a511ba6ba433ea9e9fdb68402102b,sent_f5321ffc711d4937b2bd72c3cae49001,1,,primary,approved,
gexample_f88d5eb5df0e4a9a87d3cadfd8a85b89,glesson_37870b2f9f64465286774f5376432844,gpattern_142a511ba6ba433ea9e9fdb68402102b,sent_e1cbeb9cd8ef4db0b61f7d1c3521f92f,2,,variation,approved,
gexample_02ff4f7e47fb48a8baecb2e83e8d0314,glesson_1553ab51818642b2bc0841d9472a6c39,gpattern_29219660cab94c96b924b56995321dbf,sent_3b410efeef694a479a17d3a4b66e7fe2,1,,primary,approved,
gexample_e1c6c559189d455d933a90bf8d091489,glesson_1553ab51818642b2bc0841d9472a6c39,gpattern_29219660cab94c96b924b56995321dbf,sent_275b68e9b8e1460da4a6b686b51ca241,2,,variation,approved,
gexample_84c51503e14b4639b80b14c432652c63,glesson_a0f1859f68cb4d54b2caf12ff9e8237b,gpattern_24a94c83aae040548ac6b158b127bce5,sent_e5702fbd26794323a33ab59bc4a8ab92,1,,primary,approved,
gexample_a0404cec144e4969991ef2ed3580d4f2,glesson_a0f1859f68cb4d54b2caf12ff9e8237b,gpattern_24a94c83aae040548ac6b158b127bce5,sent_7974bef755a64a848cfff59deb42cca0,2,,variation,approved,
gexample_b705f1429a2e450fa8d99c1bfffb08c6,glesson_086668360c5544938de5ede95467808a,,sent_de63c4804cdc4f0d90497869ad9e4b3c,1,,primary,approved,
gexample_4250d9a86cf44939bcf031cfeee62f82,glesson_086668360c5544938de5ede95467808a,,sent_9d5203a366b448508a3bdba4c11debdc,2,,variation,approved,
gexample_a585b511267e40c5a87dccafb16e20ea,glesson_fafa2f30a8db4d60ab1046837b39b08e,gpattern_c3682a6aef5249c096d769813ec2bf57,sent_77e1a8afbdfd4e61b4652e1eef804d43,1,,primary,approved,
gexample_918b8a6f34284a28b96619b2b6fd6ad0,glesson_fafa2f30a8db4d60ab1046837b39b08e,gpattern_c3682a6aef5249c096d769813ec2bf57,sent_b72d915be2c44b9da1e8edc9be795580,2,,variation,approved,
gexample_8856c75ab25944b29ddc5acdf494e252,glesson_7003f358f7df4bbeb820c60ae7eef247,gpattern_785da233185f49949e2976f722d243e0,sent_929181a183e7401e9867d1bcc7175461,1,,primary,approved,
gexample_2fd8a47a04c0417b8ff69432454e102f,glesson_7003f358f7df4bbeb820c60ae7eef247,gpattern_785da233185f49949e2976f722d243e0,sent_7d0bdded569649a69a55e53957e89150,2,,variation,approved,
