grammar_example_id,grammar_point_id,grammar_element_id,demonstration_order,analysis_en,review_status,notes
gexample_c17126dd9fcd4c759e5d8ac3373ddd1a,hsk26-g3-033,gelement_62177dbc82b84b1687ba68c14f73fb7a,1,拿出 uses 出 after 拿 to express the outward result and direction of taking the book.,approved,
gexample_f2af804236324cbd8e1a11da35e2f3f5,hsk26-g3-034,gelement_320854760ffb48ee8264655af2896bf0,1,一个一个 repeats the complete number-classifier unit and distributes 回答 across individuals in sequence.,approved,
gexample_dc682e37e66b4d31b195ca0353162ba4,hsk26-g3-034,gelement_320854760ffb48ee8264655af2896bf0,1,一天一天 repeats the day unit and presents the improvement as a gradual day-by-day change.,approved,
gexample_79d5a54bb2c24a839274cdef55358bfa,hsk26-g3-035,gelement_6f44b3d791b24f4a87edacdccc2e3c82,1,不大不小 denies both size extremes and presents the room as moderate in size.,approved,
gexample_32f6668d987b4a5695f17a5114de390c,hsk26-g3-035,gelement_6f44b3d791b24f4a87edacdccc2e3c82,1,不冷不热 places the temperature between the contrasting extremes 冷 and 热.,approved,
gexample_b0d648b6434c4e638a46fd1a926dec5c,hsk26-g3-036,gelement_1c7230ad25f6486e96312302fdde428c,1,"不一会儿 sets a brief interval before the vehicle's arrival, while 就 reinforces how soon it happened.",approved,
gexample_64f2d2ccc10d4b41a7620742a59c3368,hsk26-g3-036,gelement_1c7230ad25f6486e96312302fdde428c,1,不一会儿 measures the short interval between her going out and coming back.,approved,
gexample_1e7a7166b3964e87a38ff6869beff115,hsk26-g3-037,gelement_c10ef5873de24d8db9d452975b223aa2,1,看来 introduces the rain forecast as an inference from present signs.,approved,
gexample_9f233964decb4e78ad786daa8c38256f,hsk26-g3-037,gelement_c10ef5873de24d8db9d452975b223aa2,1,看来 frames 他已经知道了 as the speaker's conclusion rather than a directly asserted fact.,approved,
gexample_95f5ad632cbd47f39aabbd3974563ecd,hsk26-g3-038,gelement_6bf081eac2bc4b9f9f719fd5d6df9c25,1,在我看来 names 我 as the holder of the positive judgment that follows.,approved,
gexample_5dc18eb839eb4985b1ab13cb5bd576cc,hsk26-g3-038,gelement_6bf081eac2bc4b9f9f719fd5d6df9c25,1,在老师看来 attributes the assessment 这个问题不难 specifically to the teacher.,approved,
gexample_f72a0996c30443beb7fa25e538422a99,hsk26-g3-039,gelement_47abfabaa67b4ad0a2f478e4871ef423,1,越来越 comes before 冷 and presents coldness as an increasing trend over time.,approved,
gexample_70e100845f18413d9bef43feb7506443,hsk26-g3-039,gelement_47abfabaa67b4ad0a2f478e4871ef423,1,越来越 modifies 好 and shows continuing improvement in her Chinese.,approved,
gexample_e8d2536444c44f9db79b9789724157e2,hsk26-g3-040,gelement_a185f429371c488d93e3bbde7a593377,1,看起来 connects the clothing with 漂亮 as an impression formed by looking at it.,approved,
gexample_eec8bb186e51448293b080b860d3cfe4,hsk26-g3-040,gelement_a185f429371c488d93e3bbde7a593377,1,看起来 presents tiredness as the speaker's overall impression of him.,approved,
gexample_b0f936bfb0d649d6a41d62d6f8def135,hsk26-g3-041,gelement_eb212b508b664b02a1ee7873e23eaa7a,1,看上去 presents 大 as the room's apparent size when viewed.,approved,
gexample_4ab70b532f0447b89eab9bd97ab145f6,hsk26-g3-041,gelement_eb212b508b664b02a1ee7873e23eaa7a,1,看上去 marks 高兴 as an emotion inferred from her visible appearance.,approved,
gexample_6a222c9230f944879adc626b66e75214,hsk26-g3-042,gelement_0b1f7b486ae6444890b337adba2bf3de,1,"一般来说 frames the statement about spring as a usual tendency, not an exceptionless rule.",approved,
gexample_1adda83af47e4fb0bc257e98f41a6e7a,hsk26-g3-042,gelement_0b1f7b486ae6444890b337adba2bf3de,1,一般来说 limits the following claim to a broad tendency among children.,approved,
gexample_e526bad681d54c19942edbd417b8cc7c,hsk26-g3-043,gelement_850f28d2a3504ab5a2004685f97d096c,1,不怎么样 follows 这家饭店 and gives it a mildly negative overall evaluation.,approved,
gexample_73d42806b4254aa9b7972363700dbe06,hsk26-g3-043,gelement_850f28d2a3504ab5a2004685f97d096c,1,不怎么样 assesses the day's weather negatively but without strong criticism.,approved,
gexample_78101f52b527411480258b7fbbf7ffe1,hsk26-g3-044,gelement_b593ad6687b0413faf704ba8d6d1d2db,1,"除了唱歌以外 establishes the included starting activity, and 还 adds dancing as another ability.",approved,
gexample_e09e01136f4b465f8474f1d4aad7ba77,hsk26-g3-044,gelement_f1555abcd4eb4814860610ef71e185b0,1,"除了跑步以外 includes running, while 也 marks swimming as an additional liked activity.",approved,
gexample_ee048c2cce56471fafd53bdd9402c37d,hsk26-g3-044,gelement_bae318df2c144cc5a1c00142d48e84e7,1,"除了他 names the exception, and 大家都 applies presence to every remaining person.",approved,
gexample_5957b571680f44c1aa828aad8693bde1,hsk26-g3-045,gelement_12528e5cd0ad47dba52aee44cc980010,1,从今天起 makes today the starting point for the new daily exercise routine.,approved,
gexample_73132a64fe5b4eddb02a808f1d1894e5,hsk26-g3-045,gelement_12528e5cd0ad47dba52aee44cc980010,1,从下个月起 identifies next month as the beginning of his work here.,approved,
gexample_7e474b2aefa54fb58030603bf0b449d8,hsk26-g3-046,gelement_eee7113bbf6c426299934582410ee815,1,对我来说 identifies 我 as the person for whom the assessment 汉字比较难 applies.,approved,
gexample_5a9580e8f0594e178bfb7aafaa649cbe,hsk26-g3-046,gelement_eee7113bbf6c426299934582410ee815,1,对他来说 follows the topic 这件事 and marks him as the person affected by its importance.,approved,
gexample_1f488c2033cd4c90aef287c44a29ce33,hsk26-g3-047,gelement_3df1ca4f379041e6a5bec331d4f72914,1,"一个字 sets the minimum count, and 也不 extends non-recognition even to that one character.",approved,
gexample_31ea7d84105c4ab09d2ded5175539c2a,hsk26-g3-047,gelement_2b2d42a375a140b7a73dd5a9f9735cde,1,"一口水 names the minimal amount, and 也没有喝 says none of that amount was drunk.",approved,
gexample_10ad3ed95a4c4b6ab223a29ce3d35596,hsk26-g3-047,gelement_74ab6d4d00e04b57bc46c0265e2b9561,1,"一个地方 supplies the minimum possible place, and 都不想去 excludes every place from the speaker's intention.",approved,
gexample_0d8b06626deb436abbe578f15b2088aa,hsk26-g3-047,gelement_bdea32f6f0f84a8fab880c82a0c07c8a,1,"一个问题 is the minimum count, and 都没有回答 emphasizes that the completed answer count was zero.",approved,
gexample_7fe275921b7a47778ba675ce25a40415,hsk26-g3-048,gelement_417a9948182e473297f72193d90c2a98,1,一点儿也不 directly precedes 冷 and denies even the smallest degree of coldness.,approved,
gexample_80a84d92efa04dc4806819541036b709,hsk26-g3-048,gelement_417a9948182e473297f72193d90c2a98,1,一点儿也不 before 累 gives the negation complete degree: no tiredness whatsoever.,approved,
gexample_1ab79e45be38426186bdd59117c61bab,hsk26-g3-049,gelement_f7646c8cff5e413d93f9c070202ec595,1,The first 越 marks increasing reading experience; the second links increasing liking to that experience.,approved,
gexample_cb7493212a6d4cbe841098d7faa2f384,hsk26-g3-049,gelement_f7646c8cff5e413d93f9c070202ec595,1,"越练习 sets increasing practice as the condition, and 汉语越好 presents the linked improvement.",approved,
gexample_e2e0b8e567a34a18a101d435b78c85c1,hsk26-g3-050,gelement_10f2328f2e8343ba85c46f8fddda33ea,1,在八点以前 makes eight o'clock the boundary and locates the required arrival before it.,approved,
gexample_aaa4f6de7a324f0a85de4a28d81ca139,hsk26-g3-050,gelement_1f3f5069bd7e4b9db1cfa65471357cf7,1,下课以后 uses the end of class as the reference before the later meal.,approved,
gexample_156173f44f204e3b8d04cf0c2367e181,hsk26-g3-050,gelement_b435c1604ee24c0e8276460e9633e5db,1,前 follows 吃饭 and turns the eating event into the later boundary for handwashing.,approved,
gexample_864f4baa285a41c6b73008d91900783f,hsk26-g3-050,gelement_80e27d14d967480aa7c2e08422ac80bd,1,后 follows 运动 and locates the warning in the period after exercise.,approved,
gexample_fa37a0f1f96a4d628bea6e98288a4b9e,hsk26-g3-051,gelement_abbfc84ad8e24ad8883dd16bbd1ff9c5,1,急什么啊 challenges the need to be anxious; 什么 does not ask what object is involved.,approved,
gexample_6c58f10783204cf688ba3c551712bd84,hsk26-g3-051,gelement_abbfc84ad8e24ad8883dd16bbd1ff9c5,1,怕什么啊 rhetorically challenges the need for fear rather than requesting the identity of an object.,approved,
gexample_68d626c025e04242aab3241f47fd636f,hsk26-g3-052,gelement_ee7813a801c14746ab850359c626953b,1,"该 places sleep as the due action, and final 了 signals that its appropriate time has now arrived.",approved,
gexample_b60cade3991a487e8de5162336c9c266,hsk26-g3-052,gelement_ee7813a801c14746ab850359c626953b,1,"该 introduces 走 as the expected action, while 了 makes leaving relevant now.",approved,
gexample_6cc8eccf3d1c484ebfec208657f557ea,hsk26-g3-053,gelement_9b6895b1440a4f5ab2b9f427a8a27b58,1,在这个问题上 restricts the agreement to the domain of this particular issue.,approved,
gexample_51c1702949dc494aa9af82d3420a7d4e,hsk26-g3-053,gelement_7cd74f5ac3fb419b8dfc30a67eac5910,1,在老师的帮助下 presents the teacher's help as the supporting influence under which the grades improved.,approved,
gexample_3419fa52dc5b455f87851adb8e730e29,hsk26-g3-053,gelement_76aae282899d46469c61262db491647f,1,在工作中 locates meeting people within the process and setting of his work.,approved,
gexample_7d42d1526c8842859c572b5dd85fcea5,hsk26-g3-054,gelement_e922632c80c84e99b2d4bb983d7621d3,1,跑步 occupies subject position and names the activity evaluated by 对身体很好.,approved,
gexample_3ab49297d6004bbe9eb979b26a31e78c,hsk26-g3-054,gelement_abd4573e73a6463f88cb9ae22e8f984c,1,"认真 functions as the subject quality, and 是最重要的 evaluates that quality.",approved,
gexample_14f4f3c2020647339d0dc5560bb4d5ed,hsk26-g3-055,gelement_a6fd0086878b40b7a8349c0ed7a5949d,1,他不来 contains its own subject 他 and predicate 不来; the larger predicate 很奇怪 evaluates that whole situation.,approved,
gexample_4e3c8d5f93fe46b68f194abe02606c65,hsk26-g3-055,gelement_a6fd0086878b40b7a8349c0ed7a5949d,1,"孩子喜欢运动 is an inner subject-predicate phrase, and 是好事 identifies the entire situation as positive.",approved,
gexample_34b297d105e34030adb01736aac393d0,hsk26-g3-056,gelement_994cfb57deeb48bb93dabc4d81dca5de,1,"我的 marks possession, 两本 gives quantity, and 新 describes the head noun 书; all three attributives precede it.",approved,
gexample_b7b206221866457dbde56b42d449d89e,hsk26-g3-056,gelement_994cfb57deeb48bb93dabc4d81dca5de,1,"那件 identifies and counts the item, 漂亮的 evaluates it, and 红色 gives color before the head noun 衣服.",approved,
gexample_3380b173aa584d0580e5ad6f0aba607f,hsk26-g3-057,gelement_3ece761183404106849d3f4f7ed61d62,1,到 after 找 marks successful attainment of the search goal: the phone was found.,approved,
gexample_9035719ac6b045c7900e1a4e392f7423,hsk26-g3-057,gelement_f3954526255340c4b3bc23fa7d31a684,1,住 after 记 presents the information as securely retained in memory.,approved,
gexample_3878b4729cff4728bb819b75bb8a2e83,hsk26-g3-057,gelement_96190ec00f35418fba563612571930ca,1,走 after 拿 gives the result that the book was removed from its prior place.,approved,
gexample_79f3e3e729d9445b93734a960133c366,hsk26-g3-057,gelement_9bfc4d6a84744281bf7bca165262ae50,1,上 after 穿 marks the result of getting the clothing onto the body.,approved,
gexample_5969fb44d54e4291a9ba9fa311615c73,hsk26-g3-058,gelement_d9ac6fbda1524c959804ac5fe22a733a,1,出 after 看 marks the successful result of detecting a problem that was not immediately stated.,approved,
gexample_48e962d18c334af791fcdfc91f5d6d24,hsk26-g3-058,gelement_ec8732705a4848bc8e3f4d3678739a6f,1,起 after 想 marks that the matter has come back into memory.,approved,
gexample_c56c03b29a3e4e2d975d68c485847652,hsk26-g3-058,gelement_79498528db52489f9bb9e041cdadfcd3,1,下 after 写 presents the character as left in a recorded written form.,approved,
gexample_595fe84460ba4defaa8c1f05fb8843f8,hsk26-g3-059,gelement_c5d613eb573e48d79d1c8c5eead6c644,1,上 after 用 marks that use of the new computer has now begun or become available.,approved,
gexample_3f5c088cbdac4f7fabef9b81a1fb4f3c,hsk26-g3-059,gelement_8ef3eefaef5a403990f891ebbe9ed5fe,1,起来 after 笑 marks the transition from not laughing to the start of laughter.,approved,
gexample_f27efdee842f4004939c066467e76977,hsk26-g3-060,gelement_0c66c8fb3cf540018508d57141d06b72,1,下去 after 读 projects the reading action forward so that it continues.,approved,
gexample_e7861919d3974d679d34d544a3160d5d,hsk26-g3-060,gelement_0f915af03c62459c9de765e7739dbe3c,1,下来 after 坚持 views the daily exercise as successfully maintained through to the present reference point.,approved,
gexample_70252815f7ae421698e821fb098ad37a,hsk26-g3-061,gelement_dfe334f0ec0b4e4f81963d0fe15e5be8,1,得 links 看 to 懂 and says reaching understanding through reading is possible.,approved,
gexample_41432f09e92d47a38368c4df171bdc2b,hsk26-g3-061,gelement_dbc2a9a7913a4bb1909cf2739717814d,1,不 between 拿 and 动 denies the ability to move the books by carrying them.,approved,
gexample_ab8a46c58e094f26a80a3c3fd9ff070f,hsk26-g3-062,gelement_eb40f71e6bd146d3a007825638247bc4,1,得很 follows 好 and raises the positive evaluation to a strong degree.,approved,
gexample_e6bdb1cd832b456c9aee81345f607943,hsk26-g3-062,gelement_eb40f71e6bd146d3a007825638247bc4,1,得很 comes after 冷 and intensifies the degree of coldness.,approved,
gexample_e02b43ccdd214db9bd37cc106b3a9e0e,hsk26-g3-063,gelement_9a8124b9c66945fd83823a60dc60f5db,1,极了 follows 热 and presents the heat as reaching an extreme degree.,approved,
gexample_d7aeb425144c439f9e082b9f914e8213,hsk26-g3-063,gelement_0f47cb8a10214c298cb44de83375e1b5,1,坏了 follows 累 as an intensifying complement and expresses an extreme level of tiredness.,approved,
gexample_ca0bafbadc0c429e968995c5f849f266,hsk26-g3-064,gelement_93afc2e09adb4532abff8559181740a1,1,"离开家 supplies the completed endpoint, and 两个月了 measures the interval from that departure until now.",approved,
gexample_a2bcd80a142e419bad2613e42095e949,hsk26-g3-064,gelement_93afc2e09adb4532abff8559181740a1,1,"下课 is the endpoint, while 十分钟了 gives the time that has passed since class ended.",approved,
gexample_0e9450e33cca4063a4c32ad26f41b9aa,hsk26-g3-065,gelement_e218ff7a715b4b76b5680b106d3d63b2,1,怎样 directly precedes 回答 and asks for the appropriate method of answering.,approved,
gexample_b10961bf130a404da29b74729eaf9e3c,hsk26-g3-065,gelement_e218ff7a715b4b76b5680b106d3d63b2,1,怎样 before 去 asks which method of travel will accomplish going to school.,approved,
gexample_7fbd4901bc6e418b9323d497eb2bfc53,hsk26-g3-066,gelement_3ea1e822640c4487a5aab36648c40c1e,1,不是……吗 frames prior knowledge as something the speaker expects the listener to acknowledge.,approved,
gexample_b3fc8185f1eb429997dac7d1a59d363a,hsk26-g3-066,gelement_3ea1e822640c4487a5aab36648c40c1e,1,不是……吗 presents 很好 as an evident positive assessment and seeks expected agreement.,approved,
gexample_0dffbb6c802c4250a074e61e224b5874,hsk26-g3-067,gelement_d6dfe488270741b2b4ce201c81b32682,1,"把 moves the known book before 放, and 在桌子上 states where the action leaves it.",approved,
gexample_afff397ad6c44a7f89d9ffbb5005a6cc,hsk26-g3-067,gelement_51826995524b4d09aefd701d11a51a85,1,"把 introduces the chair as the disposed object, and 到房间里 gives its destination after 拿.",approved,
gexample_36079f5597ec463d9ac109e2ae7271af,hsk26-g3-068,gelement_dba9825fdbc64bd887fab8846bdaa6af,1,"把 introduces 书 as the transferred object, and 还给老师 places the recipient after 给.",approved,
gexample_a6fd8984781342338b3ab3ce72ab6426,hsk26-g3-068,gelement_cf8567976f134e52baf4e63d2272b254,1,"把 marks 这个问题 as the transferred information, and 告诉 takes recipient 大家 directly without 给.",approved,
gexample_0f91d60c2b0f4094b78d6bd7af5cd9a0,hsk26-g3-069,gelement_26830f442441452181c602e984be825b,1,"把 introduces 作业, and 做完 gives completion as the homework's resulting outcome.",approved,
gexample_6c7f961e78ef44ca9113088ad7a5a58c,hsk26-g3-069,gelement_318963aec5e74b568ea650527ff8d4dc,1,"把 places 书 before the action, and 出来 specifies its movement outward toward the speaker's reference point.",approved,
gexample_aa6f28434e534ee98d1bea3a9d8b0400,hsk26-g3-069,gelement_a4a76399d02c4fc2ba57f0ddd93dfa71,1,"把 introduces 字, and 写得很漂亮 describes the state or manner manifested in the written result.",approved,
gexample_713640ab886e43b5931667e8a6f1c44a,hsk26-g3-070,gelement_0c7f10254a824836aec997cb6e70239e,1,"自行车 is the affected patient, 弟弟 follows 被 as agent, and 骑走了 gives the completed outcome.",approved,
gexample_11e51c38178f4ceea5193610fe2237ff,hsk26-g3-070,gelement_0c7f10254a824836aec997cb6e70239e,1,"那本书 is the patient, 他 is the expressed agent after 被, and 拿走了 states the completed removal.",approved,
gexample_8240d37d27da4fe89debb5d137fcd41e,hsk26-g3-071,gelement_0bc2a38aa1fe4448862c8d2e59aab92c,1,"手机 is the patient, 被 is followed directly by 拿走了, and no responsible agent is stated.",approved,
gexample_05df52f270854498b5652c51e56ad329,hsk26-g3-071,gelement_0bc2a38aa1fe4448862c8d2e59aab92c,1,"门 is foregrounded as patient, while 被打开了 reports its changed state without naming who opened it.",approved,
gexample_abf080693a054734ab10fd860bb7768c,hsk26-g3-072,gelement_743a4e1d81a349ccaed8281adc6489dc,1,笑着 supplies the continuing manner in which the main action 说 is performed.,approved,
gexample_efc152b2ae384dd6982fc4f828a0bcf0,hsk26-g3-072,gelement_743a4e1d81a349ccaed8281adc6489dc,1,坐着 marks a maintained posture that accompanies the main action 看书.,approved,
gexample_7f611ad6e0064b9eadd49395ec7cb49e,hsk26-g3-073,gelement_adb8e5e712534ffcacf2a0fab1533371,1,"比 introduces yesterday as the standard, and 更 raises today's degree of coldness beyond it.",approved,
gexample_87ffd37761e14ef89b3e1f9a764bc055,hsk26-g3-073,gelement_844226b7f4594a2b940df822015b30d9,1,"比 sets 那本书 as the standard, while 还 presents the higher price as especially noteworthy.",approved,
gexample_28234230a60d48658b97a4ab7bbc8835,hsk26-g3-074,gelement_43414ecb7f624310b9df40d35b326f8f,1,"跟 introduces 你的 as the comparison standard, and 一样 says the two books match.",approved,
gexample_d01c0495ebb2464cbe67e0989c205067,hsk26-g3-074,gelement_43414ecb7f624310b9df40d35b326f8f,1,"跟那件 establishes the other item as standard, and 一样 says their colors match.",approved,
gexample_93dc8ee8d4bb454f87f5440e6622cf83,hsk26-g3-075,gelement_41151a34d46e4aeeacbac11151cfe616,1,"跟姐姐 sets the standard, and 一样高 identifies height as the equal quality.",approved,
gexample_79a73113a4884736a8cf25f9be240570,hsk26-g3-075,gelement_41151a34d46e4aeeacbac11151cfe616,1,"跟那条路 supplies the standard, and 一样长 states equal length.",approved,
gexample_1a56be6a3799453ab45c76128345e982,hsk26-g3-076,gelement_c076e2dd51bd4934892d252e8532936d,1,不比 denies that today's coldness exceeds yesterday's; the two days could still be equally cold.,approved,
gexample_c962b48f36b84a4aaa97d580d07bee40,hsk26-g3-076,gelement_c076e2dd51bd4934892d252e8532936d,1,不比 rejects a higher-price comparison with 那本书 without specifying whether the prices are equal or lower.,approved,
gexample_3c13c22896ea4d28a7b8f24a3f04238d,hsk26-g3-077,gelement_dcdc94de9cf3420cbdda7e56b0de539e,1,"多 comes before 学, and 一个小时 after the verb measures the extra study time.",approved,
gexample_c6c3ea13152b42c7ae8536b789c9bea7,hsk26-g3-077,gelement_a666433fbaa640cd9147a518098d03db,1,"少 precedes 看, and 一本书 states the amount by which her reading count was lower.",approved,
gexample_b9d3bcd6925b4a7c95467c39a1bbf2f5,hsk26-g3-077,gelement_afcdb93b18ce411fa80f7c26ecf85f89,1,"早 comes before 到, and 十分钟 measures how much earlier the arrival occurred.",approved,
gexample_0176fc47b9ad456fb31438472cfbb6a5,hsk26-g3-077,gelement_91d9894d44604e50a6f0c94750b001da,1,"晚 precedes 睡, and 一个小时 quantifies the later sleeping time relative to the speaker.",approved,
gexample_d6a5ff9156c74984a01500f77421ce79,hsk26-g3-078,gelement_f8dc13ea263945adabf52178093f193c,1,"教室里 establishes the place, 走进来了 reports inward appearance, and 一个老师 introduces the new participant last.",approved,
gexample_06b6287f9e924c5eb47a1a123edc4fbe,hsk26-g3-078,gelement_f8dc13ea263945adabf52178093f193c,1,"门口 sets the scene, 来了 marks appearance there, and 两个人 is the newly introduced postverbal group.",approved,
gexample_b4acfc21449744d295498e2927728e0b,hsk26-g3-079,gelement_261381e5834043039f0e3ba8b5f709f4,1,"门口 is the source place, 开走了 reports departure, and 一辆车 identifies what disappeared from the scene.",approved,
gexample_f88d5eb5df0e4a9a87d3cadfd8a85b89,hsk26-g3-079,gelement_261381e5834043039f0e3ba8b5f709f4,1,"教室里 establishes the source scene, 搬走了 marks removal, and 两张桌子 names the entities no longer there.",approved,
gexample_02ff4f7e47fb48a8baecb2e83e8d0314,hsk26-g3-080,gelement_04e7f9d96a5c4a7d94f3865599cd96fb,1,是……的 encloses 不同意这个办法 and emphatically presents it as the speaker's settled stance.,approved,
gexample_e1c6c559189d455d933a90bf8d091489,hsk26-g3-080,gelement_04e7f9d96a5c4a7d94f3865599cd96fb,1,是……的 frames 很重要 as an emphasized judgment rather than a neutral unmarked description.,approved,
gexample_84c51503e14b4639b80b14c432652c63,hsk26-g3-081,gelement_fddd93b60b7b4ac88eef71126982217a,1,The first 写 takes object 汉字; the repeated 写 then supports the degree complement 得很漂亮.,approved,
gexample_a0404cec144e4969991ef2ed3580d4f2,hsk26-g3-081,gelement_fddd93b60b7b4ac88eef71126982217a,1,The first 等 takes object 车; the repeated 等 carries the duration complement 半个小时.,approved,
gexample_b705f1429a2e450fa8d99c1bfffb08c6,hsk26-g3-082,gelement_415d61ce4514437d8456d9218eee62e4,1,"先 marks homework as the first action, and 再 introduces television as the next planned action.",approved,
gexample_4250d9a86cf44939bcf031cfeee62f82,hsk26-g3-082,gelement_ae5b216e335d4220be4788c3090216c3,1,"先 orders handwashing first, while 然后 introduces eating as the event that follows.",approved,
gexample_a585b511267e40c5a87dccafb16e20ea,hsk26-g3-083,gelement_71c05e38422b48f5be486cf928c245f3,1,The two occurrences of 或者 introduce parallel weekend activity alternatives.,approved,
gexample_918b8a6f34284a28b96619b2b6fd6ad0,hsk26-g3-083,gelement_71c05e38422b48f5be486cf928c245f3,1,或者 pairs 坐车去 and 走路去 as two available methods of going.,approved,
gexample_8856c75ab25944b29ddc5acdf494e252,hsk26-g3-084,gelement_e41b470c16b648b89d4b01b1f776fe54,1,The repeated 一会儿 frames two activities that he switches between over a short period.,approved,
gexample_2fd8a47a04c0417b8ff69432454e102f,hsk26-g3-084,gelement_e41b470c16b648b89d4b01b1f776fe54,1,The paired 一会儿 marks repeated alternation between the weather states 冷 and 热.,approved,
gexample_ee94c89d28124a36b5c766a886bc12a4,hsk26-g3-085,gelement_a0509b7117a9445a8b32b19e4ec29dce,1,The paired 又 coordinates 聪明 and 认真 as two qualities of the same child.,approved,
gexample_b95a7e43d3d041a1946a1624fda6c6a6,hsk26-g3-085,gelement_a0509b7117a9445a8b32b19e4ec29dce,1,"Each 又 introduces a parallel liked activity, and both predicates share subject 他.",approved,
gexample_16074b4645eb41f98072bc9264962a85,hsk26-g3-086,gelement_9b00ff1f6b10430e9d6b799f502f35e5,1,The paired 一边 places listening and doing homework in the same time frame under subject 她.,approved,
gexample_9bc57bb7f5c9420d851ea71042dd5b84,hsk26-g3-086,gelement_9b00ff1f6b10430e9d6b799f502f35e5,1,"Each 一边 introduces one ongoing action, and both walking and phoning share subject 他.",approved,
gexample_dcfa9eb7f4c94f7681136dae359360b5,hsk26-g3-087,gelement_d120cf3932e34918bb311f6e926ee8b0,1,"不但 introduces the book's interest, and 而且 adds usefulness as a further positive fact.",approved,
gexample_9b3ecc662db44b9d907ccade705e4a40,hsk26-g3-087,gelement_d120cf3932e34918bb311f6e926ee8b0,1,"不但 presents quietness first, while 而且 extends the description with the additional quality 漂亮.",approved,
gexample_2a680ecc3afd416799c89b3abaceae95,hsk26-g3-088,gelement_56f5298e0db642b9a6a354001589170d,1,"虽然 concedes the rain, while 可是 introduces going as the result that occurred despite it.",approved,
gexample_98509660a5684f779368c7b9be8de360,hsk26-g3-088,gelement_56f5298e0db642b9a6a354001589170d,1,"虽然 acknowledges the positive appearance, and 可是 introduces price as the decisive contrasting drawback.",approved,
gexample_90e03744e11c4b4487424f15da4079ed,hsk26-g3-089,gelement_dfeabfd8fe514436a7bbbaf236d364da,1,"如果 introduces rain as the hypothetical condition, and 就 marks not going as the resulting decision.",approved,
gexample_17e34ef3338541b0a11f9b18881fe2e6,hsk26-g3-089,gelement_dfeabfd8fe514436a7bbbaf236d364da,1,"如果 frames having a question as the condition, while 就 introduces the appropriate response.",approved,
gexample_b4a6031f3fb6467ba13154d4aca837a5,hsk26-g3-090,gelement_2776897ac49547b6974e012d871d4c28,1,"的话 closes the condition 你想去, and 就 introduces the shared trip as its consequence.",approved,
gexample_b7ec926ba3a74eff82bd6bf3fa22b393,hsk26-g3-090,gelement_2776897ac49547b6974e012d871d4c28,1,"的话 marks good weather as the condition, and 就 introduces exercise outside as the planned result.",approved,
gexample_cab06f4d312a458f9218013abc114896,hsk26-g3-091,gelement_4a459dabcad9488bb539a89f174e5c32,1,"只有 marks conscientious study as necessary, and 才 restricts improved grades to that condition.",approved,
gexample_533ecb81283046f7bd981fcf1eda3857,hsk26-g3-091,gelement_4a459dabcad9488bb539a89f174e5c32,1,"只有 introduces the teacher's agreement as required, and 才 marks going as unavailable without it.",approved,
gexample_fe59ed37c1d54487ac3736b32a9d7288,hsk26-g3-092,gelement_b4ff0e8541094705bff8a38644faaf73,1,"只要 presents conscientious practice as sufficient, and 就 introduces improved grades as the result.",approved,
gexample_3d5da04f34744684b2afc625304c28c2,hsk26-g3-092,gelement_b4ff0e8541094705bff8a38644faaf73,1,"只要 marks the absence of rain as enough for the trip, and 就 introduces the decision to go.",approved,
gexample_95fc8edfc5b54886b5e18b74d487ea98,hsk26-g3-093,gelement_359fa34ea8724e23ad002b89c3ba6052,1,为了 introduces bodily health as the goal that motivates daily exercise.,approved,
gexample_bdca6fb3145a43b49a882de56b27420a,hsk26-g3-093,gelement_359fa34ea8724e23ad002b89c3ba6052,1,"为了学好汉语 states the intended goal, and daily practice is the action taken toward it.",approved,
gexample_81b2dafe9d8c421e8e7e39aa4b264498,hsk26-g3-094,gelement_de8f0914d09442df9d79bb1d7aedddde,1,"了 closes the triggering event 下课, and 就 marks eating as the direct next action.",approved,
gexample_ebfe31e400de4bddb07f6cd8b9bd41f8,hsk26-g3-094,gelement_f8cf52fd9e5543889e29fc034b257945,1,"到了学校 establishes completed arrival as the condition and time for the following request, with 就 omitted.",approved,
gexample_65272fb80a7f432c8361d1953b5e26e9,hsk26-g3-095,gelement_f3061dc6db5c45f7ba8a04f6964cde25,1,大概 directly precedes 二十个学生 and marks the class count as estimated.,approved,
gexample_8fda3d052ab040fe9b21ffd1565bb07e,hsk26-g3-095,gelement_f3061dc6db5c45f7ba8a04f6964cde25,1,大概 scopes directly over 三十岁 and presents the age as an estimate.,approved,
gexample_134f4747999a45e7a78abe87e5cdbdad,hsk26-g3-096,gelement_1e617dbb5edd46edb387405ba5b8c0ab,1,三四 places adjacent numerals before shared classifier 本 and gives an approximate range of three to four books.,approved,
gexample_58c312e86ba94c61bf4912de9376e119,hsk26-g3-096,gelement_1e617dbb5edd46edb387405ba5b8c0ab,1,"七八 forms a compact approximate range before 个小时, rather than adding seven and eight.",approved,
